4312,"(['PAGE TITLE: :: Willkommen beim Galabau Lüske in Haselünne/Emsland ::', ['impressum.php'], None], 'Auf dem Höwel, 14 49740 Haselünne')"
4313,"(['2018 Esders GmbH ', ['/bottom/impressum/'], None], 'Hammer-Tannen-Str. 26-30 49740 Haselünne')"
4314,"(['PAGE TITLE: DUHA Fertigteilbau GmbH ', ['impressum'], None], ' 05961 - 50 01 01')"
4315,"([None, None, None], None)"
4316,"([None, None, None], None)"
4317,"(['PAGE TITLE: Hallenbau, Stahlbau und Anlagenbau - Stahlbau Menke ', ['/hallenproduktion/kontakt/impressum.html'], None], 'NO!')"
4318,"(['2018 LINDSCHULTE Ingenieure + Architekten. All Rights Reserved. © medium media | Agentur für digitale Kommunikation\t\t\t\t\t', ['https://www.lindschulte.de/kontakt/impressum/'], None], 'Seilerbahn 7 48529 Nordhorn')"
4319,"(['PAGE TITLE: ELA Container GmbH', ['/de/impressum'], None], 'NO!')"
4320,"(['PAGE TITLE: Mattermost', [None], None], None)"
4321,"([None, None, None], None)"
4322,"([None, None, None], None)"
4323,"(['Büter Hebetechnik GmbH', ['http://www.bueter-hubtische.de/unternehmen/impressum.php'], None], 'NO!')"
4324,"(['PAGE TITLE: Alwin Otten GmbH │ Kälte-Klima-Elektro - Niedersächsische Polizei nimmt zwei neue „E-Kräder“ aus Meppen in Betrieb', ['/impressum-agb'], None], 'Industriestraße 22 49716 Meppen')"
4325,"([None, None, None], None)"
4326,"([None, None, None], None)"
4327,"([None, None, None], None)"
4328,"(['PAGE TITLE: Startseite ', [None], None], None)"
4329,"([None, None, None], None)"
4330,"(['2017 \r', ['impressum.htm'], None], 'Bismarckstraße 16 27232 Sulingen')"
4331,"(['PAGE TITLE: Metallguss Sulingen GmbH – Wir bringen Ideen in Form', ['https://metallguss-sulingen.de/impressum'], None], 'NO!')"
4332,"([None, None, None], None)"
4333,"([None, None, None], None)"
4334,"([None, None, None], None)"
4335,"(['PAGE TITLE: Home - Stadtwerke Verden GmbH', ['/impressum.html?tmpl=component'], None], 'Weserstraße 26 27283 Verden')"
4336,"(['Q-MEX Networks & veon GmbH', [None], None], None)"
4337,"(['Vemag Maschinenbau GmbH 2018', ['kontakt/impressum/'], None], 'Weserstrasse 32 27283 Verden/Aller')"
4338,"([None, None, None], None)"
4339,"([None, None, None], None)"
4340,"([None, None, None], None)"
4341,"(['PAGE TITLE: RTH', ['impressum.html'], None], 'Rohr- und Tiefbau Hoya GmbH Hertzstraße 2 - 4 · 27318 Hoya/Weser')"
4342,"([None, None, None], None)"
4343,"([None, None, None], None)"
4344,"([None, None, None], None)"
4345,"(['2018 JUWEL Aquarium AG & Co. KG.', [None], None], None)"
4346,"([None, None, None], None)"
4347,"([None, None, None], None)"
4348,"(['PAGE TITLE:  IMMER VORNE DRAN! - Bressel und Lade - Anbaugeräte für Ihren Lader vom Spezialisten', ['/de/impressum'], None], 'NO!')"
4349,"(['PAGE TITLE: Aug. Doenitz Verpackungen GmbH - Displays & Packaging', [None], None], None)"
4350,"(['PAGE TITLE: Jugendhilfe Wümmetal ', ['https://www.jugendhilfe-wuemmetal.de/impressum/'], None], 'NO!')"
4351,"([None, None, None], None)"
4352,"(['PAGE TITLE: THIEL GmbH Fördertechnik, Maschinenbau: Konstruktion, Produktion', ['/impressum'], None], 'Farwicker Straße 23 D-49624 Löningen')"
4353,"([None, None, None], None)"
4354,"([None, None, None], None)"
4355,"(['Südbeck Nutzfahrzeuge GmbH 2018', ['/impressum/index.html'], None], 'Rudolf-Diesel-Str. 3 49456 Bakum')"
4356,"([None, None, None], None)"
4357,"(['PAGE TITLE: ', [None], None], None)"
4358,"([None, None, None], None)"
4359,"(['2018 Alle Rechte vorbehalten.', ['/impressum/'], None], 'NO!')"
4360,"([None, None, None], None)"
4361,"([None, None, None], None)"
4362,"([None, None, None], None)"
4363,"(['2016 KOWA Deutschland', ['https://www.kowa.de/impressum'], None], 'NO!')"
4364,"(['PAGE TITLE: KonsoleH Login', [None], None], None)"
4365,"([None, None, None], None)"
4366,"([None, None, None], None)"
4367,"(['PAGE TITLE:  Startseite - E+A Elektrotechnik und Aggregatebau Betriebsgesellschaft mbH', ['impressum/'], None], 'Auf dem Reuterhamm 22 D-27576 Bremerhaven')"
4368,"(['PAGE TITLE: Bredo: Home', [None], None], None)"
4369,"(['PAGE TITLE: Fisch bestellen im Online-Fischversand', ['https://www.fiedlers-fischmarkt.de/informationen/impressum.html/'], None], 'Dreistern Verwaltungs GmbH Amtsgericht Bremen HRB 29995 HB')"
4370,"(['PAGE TITLE: Tabak Wolters - Startseite', ['/unternehmen/impressum/'], None], 'NO!')"
4371,"(['2013 Zur Heinrich Rönner Gruppe', ['/impressum/'], None], 'Neufundlandstr. 2 D-27572 Bremerhaven')"
4372,"(['2013 Zur Heinrich Rönner Gruppe', ['/impressum/'], None], 'Am Lunedeich 143 27572 Bremerhaven')"
4373,"([None, None, None], None)"
4374,"([""by www.iViDesign.ch');"", ['impressum_datenschutz.html'], None], 'NO!')"
4375,"([None, None, None], None)"
4376,"([None, None, None], None)"
4377,"(['2018 atka Kunststoffverarbeitung GmbH', ['impressum.php'], None], 'NO!')"
4378,"(['Copyright 2016 Weltec Biopower GmbH - All rights reserved', ['https://www.weltec-biopower.de/impressum.html'], None], 'NO!')"
4379,"([None, None, None], None)"
