,0,1,infos,street,geocoded
20,5410,"(['PAGE TITLE: Willkommen bei Schumacher', ['impressum_1.htm'], None], 'Heyerbusch 5 D-41515 Grevenbroich')","['PAGE TITLE: Willkommen bei Schumacher', ['impressum_1.htm'], None]",Heyerbusch 5 D-41515 Grevenbroich,"[51.27476, 6.79986]"
21,5411,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
22,5412,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
23,5413,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
24,5414,"(['Ev. Jugend- und Familienhilfe gGmbH. Alle Rechte vorbehalten.', ['/weitere-seiten/impressum/'], None], 'NO!')","['Ev. Jugend- und Familienhilfe gGmbH. Alle Rechte vorbehalten.', ['/weitere-seiten/impressum/'], None]",NO!,"[51.27476, 6.79986]"
25,5415,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
26,5416,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
27,5417,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
28,5418,"(['PAGE TITLE: Spar und Bauverein e.G. Velbert', ['index5b96.html?id=impressum'], None], 'NO!')","['PAGE TITLE: Spar und Bauverein e.G. Velbert', ['index5b96.html?id=impressum'], None]",NO!,"[51.27476, 6.79986]"
29,5419,"(['2010-2018 August Müller CNC-Zerspanungstechnik GmbH', ['/index.php/de/rechtliches/impressum'], None], 'Im Neuen Felde 100 29525 Uelzen')","['2010-2018 August Müller CNC-Zerspanungstechnik GmbH', ['/index.php/de/rechtliches/impressum'], None]",Im Neuen Felde 100 29525 Uelzen,"[51.27476, 6.79986]"
30,5420,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
31,5421,"(['2018 Franziskus-Stiftung Münster, 48145 Münster, St. Mauritz-Freiheit 46|Impressum|Datenschutz|Netiquette|Sitemap', ['/impressum/'], None], 'NO!')","['2018 Franziskus-Stiftung Münster, 48145 Münster, St. Mauritz-Freiheit 46|Impressum|Datenschutz|Netiquette|Sitemap', ['/impressum/'], None]",NO!,"[51.27476, 6.79986]"
32,5422,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
33,5423,"(['PAGE TITLE: Höhere Anlageneffizienz durch innovatives Wassermanagement - Kurita', ['de/impressum'], None], 'NO!')","['PAGE TITLE: Höhere Anlageneffizienz durch innovatives Wassermanagement - Kurita', ['de/impressum'], None]",NO!,"[51.27476, 6.79986]"
34,5424,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
35,5425,"(['PAGE TITLE: Drekopf Entsorgung - Recycling - Aktenvernichtung', ['impressum'], None], 'Boettgerstraße 33 41066 Moenchengladbach')","['PAGE TITLE: Drekopf Entsorgung - Recycling - Aktenvernichtung', ['impressum'], None]",Boettgerstraße 33 41066 Moenchengladbach,"[51.27476, 6.79986]"
36,5426,"(['PAGE TITLE: R-S Rapid Personaldienstleistungen', ['/deutsch/impressum/?PHPSESSID=7fa712a35ceb9cb99141bd6ae3cd6f67'], None], 'Postanschrift: Kölner Str. 71-73 D-41812 Erkelenz')","['PAGE TITLE: R-S Rapid Personaldienstleistungen', ['/deutsch/impressum/?PHPSESSID=7fa712a35ceb9cb99141bd6ae3cd6f67'], None]",Postanschrift: Kölner Str. 71-73 D-41812 Erkelenz,"[51.27476, 6.79986]"
37,5427,"(['PAGE TITLE: Jacobs Service Portal', ['https://service-jacobs.de/impressum'], None], 'NO!')","['PAGE TITLE: Jacobs Service Portal', ['https://service-jacobs.de/impressum'], None]",NO!,"[51.27476, 6.79986]"
38,5428,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
39,5429,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
40,5430,"(['radprax 2018                                    Termin            window.cookieconsent_options = { dismiss: \'O.K.\', message: \'Hinweis: Unsere Webseite setzt Cookies ein, um unsere Dienste für Sie bereitzustellen. Indem Sie diese Website nutzen, erklären Sie sich damit einverstanden. Bitte nehmen Sie auch unsere <a href=""/datenschutz/"" target=""_blank"">Datenschutzerklärung</a> zur Kenntnis.\', };    ', ['/impressum/'], None], 'Bergstr. 7 - 9 42105 Wuppertal')","['radprax 2018                                    Termin            window.cookieconsent_options = { dismiss: \'O.K.\', message: \'Hinweis: Unsere Webseite setzt Cookies ein, um unsere Dienste für Sie bereitzustellen. Indem Sie diese Website nutzen, erklären Sie sich damit einverstanden. Bitte nehmen Sie auch unsere <a href=""/datenschutz/"" target=""_blank"">Datenschutzerklärung</a> zur Kenntnis.\', };    ', ['/impressum/'], None]",Bergstr. 7 - 9 42105 Wuppertal,"[51.27476, 6.79986]"
41,5431,"(['PAGE TITLE: Sign in - Piwik', [None], None], None)","['PAGE TITLE: Sign in - Piwik', [None], None]",,"[-1.0, -1.0]"
42,5432,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
43,5433,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
44,5434,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
45,5435,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
46,5436,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
47,5437,"(['PAGE TITLE: Webhosting & Webspace - Hier entsteht eine neue Internetpräsenz ', [None], None], None)","['PAGE TITLE: Webhosting & Webspace - Hier entsteht eine neue Internetpräsenz ', [None], None]",,"[-1.0, -1.0]"
48,5438,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
49,5439,"(['PAGE TITLE: BELLANDRIS Amoflor : Startseite', ['impressum/'], None], 'Düsseldorfer Str. 255 42327 Wuppertal')","['PAGE TITLE: BELLANDRIS Amoflor : Startseite', ['impressum/'], None]",Düsseldorfer Str. 255 42327 Wuppertal,"[51.27476, 6.79986]"
50,5440,"(['by Heinz-Dieter Groth, 1999 - 2009 ++"";', [None], None], None)","['by Heinz-Dieter Groth, 1999 - 2009 ++"";', [None], None]",,"[-1.0, -1.0]"
51,5441,"(['2018 Wilhelm Sönnecken KG ', ['/impressum/'], None], 'Blombacher Bach 12 42287 Wuppertal')","['2018 Wilhelm Sönnecken KG ', ['/impressum/'], None]",Blombacher Bach 12 42287 Wuppertal,"[51.27476, 6.79986]"
52,5442,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
53,5443,"(['Walther Pilot \xa02018', ['de/impressum/'], None], 'Kärntner Str. 18-30 D-42327 Wuppertal')","['Walther Pilot \xa02018', ['de/impressum/'], None]",Kärntner Str. 18-30 D-42327 Wuppertal,"[51.27476, 6.79986]"
54,5444,"(['Autismus Wuppertal Pflege- und Lebensgemeinschaft gGmbH ', ['impressum.htm'], None], 'Werderstraße 72 42329 Wuppertal')","['Autismus Wuppertal Pflege- und Lebensgemeinschaft gGmbH ', ['impressum.htm'], None]",Werderstraße 72 42329 Wuppertal,"[51.27476, 6.79986]"
55,5445,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
56,5446,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
57,5447,"(['PAGE TITLE: Home ', ['kontakt/impressum/'], None], 'Otto-Hahn-Str. 19 42369 Wuppertal')","['PAGE TITLE: Home ', ['kontakt/impressum/'], None]",Otto-Hahn-Str. 19 42369 Wuppertal,"[51.27476, 6.79986]"
58,5448,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
59,5449,"(['PAGE TITLE: TE@MCONSULT Unternehmensgruppe', [None], None], None)","['PAGE TITLE: TE@MCONSULT Unternehmensgruppe', [None], None]",,"[-1.0, -1.0]"
60,5450,"(['PAGE TITLE: Diese Domain wurde vorübergehend deaktiviert.', [None], None], None)","['PAGE TITLE: Diese Domain wurde vorübergehend deaktiviert.', [None], None]",,"[-1.0, -1.0]"
61,5451,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
62,5452,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
63,5453,"(['Sana Krankenhaus RadevormwaldImpressum\xa0Datenschutz\xa0', ['/impressum/'], None], 'Siepenstraße 33 42477 Radevormwald')","['Sana Krankenhaus RadevormwaldImpressum\xa0Datenschutz\xa0', ['/impressum/'], None]",Siepenstraße 33 42477 Radevormwald,"[51.27476, 6.79986]"
64,5454,"(['PAGE TITLE: Wewira - Wir bauen Krane', [None], None], None)","['PAGE TITLE: Wewira - Wir bauen Krane', [None], None]",,"[-1.0, -1.0]"
65,5455,"([""2018 H. + R. Meckenstock GmbH, Alle Rechte vorbehalten. Impressum Datenschutz Anmelden      new Sys.WebForms.Menu({ element: 'mp_Menu', disappearAfter: 500, orientation: 'horizontal', tabIndex: 0, disabled: false });  "", [None], None], None)","[""2018 H. + R. Meckenstock GmbH, Alle Rechte vorbehalten. Impressum Datenschutz Anmelden      new Sys.WebForms.Menu({ element: 'mp_Menu', disappearAfter: 500, orientation: 'horizontal', tabIndex: 0, disabled: false });  "", [None], None]",,"[-1.0, -1.0]"
66,5456,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
67,5457,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
68,5458,"([""2018 G & M Systemtechnik, Alle Rechte vorbehalten. Impressum Datenschutz Anmelden WIELEICHT™ seoCMS SmallBusiness Edition is copyright 2006-2018 by transresult Velbert      new Sys.WebForms.Menu({ element: 'mp_Menu', disappearAfter: 500, orientation: 'horizontal', tabIndex: 0, disabled: false });  "", [None], None], None)","[""2018 G & M Systemtechnik, Alle Rechte vorbehalten. Impressum Datenschutz Anmelden WIELEICHT™ seoCMS SmallBusiness Edition is copyright 2006-2018 by transresult Velbert      new Sys.WebForms.Menu({ element: 'mp_Menu', disappearAfter: 500, orientation: 'horizontal', tabIndex: 0, disabled: false });  "", [None], None]",,"[-1.0, -1.0]"
69,5459,"(['PAGE TITLE: HAPS - Technologie in Aluminium', ['impressum/'], None], 'Langenberger Straße 131-133 42551 Velbert')","['PAGE TITLE: HAPS - Technologie in Aluminium', ['impressum/'], None]",Langenberger Straße 131-133 42551 Velbert,"[51.27476, 6.79986]"
70,5460,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
71,5461,"(['PAGE TITLE: EDEKA Klein-Hessling ', ['https://edeka-klein-hessling.de/impressum/'], None], 'NO!')","['PAGE TITLE: EDEKA Klein-Hessling ', ['https://edeka-klein-hessling.de/impressum/'], None]",NO!,"[51.27476, 6.79986]"
72,5462,"(['PAGE TITLE: PEKA Spritzguss GmbH ', ['https://www.peka-spritzguss.de/impressum'], None], 'NO!')","['PAGE TITLE: PEKA Spritzguss GmbH ', ['https://www.peka-spritzguss.de/impressum'], None]",NO!,"[51.27476, 6.79986]"
73,5463,"(['Copyright 2018 Rutec Velbert GmbH', ['impressum'], None], 'Schwanenstraße 42 42551 Velbert')","['Copyright 2018 Rutec Velbert GmbH', ['impressum'], None]",Schwanenstraße 42 42551 Velbert,"[51.27476, 6.79986]"
74,5464,"(['2018 STERO GmbH    ', [None], None], None)","['2018 STERO GmbH    ', [None], None]",,"[-1.0, -1.0]"
75,5465,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
76,5466,"(['Copyright Etec Elektrotechnische Anlagen GmbH | Impressum | Datenschutz', ['/impressum.html'], None], ""Auf'm Angst 2 42553 Velbert-Tönisheide"")","['Copyright Etec Elektrotechnische Anlagen GmbH | Impressum | Datenschutz', ['/impressum.html'], None]",Auf'm Angst 2 42553 Velbert-Tönisheide,"[51.27476, 6.79986]"
77,5467,"(['PAGE TITLE: Hier entsteht eine neue Internetpräsenz - hosted by 1blu', [None], None], None)","['PAGE TITLE: Hier entsteht eine neue Internetpräsenz - hosted by 1blu', [None], None]",,"[-1.0, -1.0]"
78,5468,"(['PAGE TITLE: Hotel ', ['https://wald-hotel.de/de/impressum/'], None], 'NO!')","['PAGE TITLE: Hotel ', ['https://wald-hotel.de/de/impressum/'], None]",NO!,"[51.27476, 6.79986]"
79,5469,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
80,5470,"(['2010 Stadt Heiligenhaus', ['service/impressum.html'], None], 'NO!')","['2010 Stadt Heiligenhaus', ['service/impressum.html'], None]",NO!,"[51.27476, 6.79986]"
81,5471,"([""2018 ZISMANN GmbH, Alle Rechte vorbehalten. Impressum Datenschutz Anmelden WIELEICHT™ seoCMS SmallBusiness Edition is copyright 2006-2018 by transresult Velbert      new Sys.WebForms.Menu({ element: 'mp_Menu', disappearAfter: 500, orientation: 'horizontal', tabIndex: 0, disabled: false });  "", [None], None], None)","[""2018 ZISMANN GmbH, Alle Rechte vorbehalten. Impressum Datenschutz Anmelden WIELEICHT™ seoCMS SmallBusiness Edition is copyright 2006-2018 by transresult Velbert      new Sys.WebForms.Menu({ element: 'mp_Menu', disappearAfter: 500, orientation: 'horizontal', tabIndex: 0, disabled: false });  "", [None], None]",,"[-1.0, -1.0]"
82,5472,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
83,5473,"(['2012-2018 HanSa Industrieservice ', ['inc/pages/impressum.html'], None], 'Gerichtstraße \n9 D-42651 Solingen')","['2012-2018 HanSa Industrieservice ', ['inc/pages/impressum.html'], None]","Gerichtstraße 
9 D-42651 Solingen","[51.27476, 6.79986]"
84,5474,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
85,5475,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
86,5476,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
87,5477,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
88,5478,"(['Biacchessi GmbH & Co. KG 2018', ['http://www.biacchessi.de/impressum/'], None], 'NO!')","['Biacchessi GmbH & Co. KG 2018', ['http://www.biacchessi.de/impressum/'], None]",NO!,"[51.27476, 6.79986]"
89,5479,"(['REO', ['http://www.reo.de/de/impressum/'], None], 'NO!')","['REO', ['http://www.reo.de/de/impressum/'], None]",NO!,"[51.27476, 6.79986]"
90,5480,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
91,5481,"(['2018 Zuther GmbH', ['/de/impressum.php'], None], 'An der Bundesstraße Nr. 8 29481 Karwitz')","['2018 Zuther GmbH', ['/de/impressum.php'], None]",An der Bundesstraße Nr. 8 29481 Karwitz,"[51.27476, 6.79986]"
92,5482,"(['PAGE TITLE: Franz Fischer Ingenieurbüro GmbH: Startseite', ['/service/impressum/'], None], 'NO!')","['PAGE TITLE: Franz Fischer Ingenieurbüro GmbH: Startseite', ['/service/impressum/'], None]",NO!,"[51.27476, 6.79986]"
93,5483,"(['PAGE TITLE: Domainname nicht verfügbar / Domain not available', [None], None], None)","['PAGE TITLE: Domainname nicht verfügbar / Domain not available', [None], None]",,"[-1.0, -1.0]"
94,5484,"(['PAGE TITLE: VON MANNSTEIN CONCEPT DESIGN', ['https://www.mannstein.de/impressum/'], None], 'NO!')","['PAGE TITLE: VON MANNSTEIN CONCEPT DESIGN', ['https://www.mannstein.de/impressum/'], None]",NO!,"[51.27476, 6.79986]"
95,5485,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
96,5486,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
97,5487,"(['P.RÖSELER GMBH | Impressum | Datenschutz', ['impressum.asp'], None], 'NO!')","['P.RÖSELER GMBH | Impressum | Datenschutz', ['impressum.asp'], None]",NO!,"[51.27476, 6.79986]"
98,5488,"(['Evangelische Altenhilfe Wald gmbH', [None], None], None)","['Evangelische Altenhilfe Wald gmbH', [None], None]",,"[-1.0, -1.0]"
99,5489,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
100,5490,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
101,5491,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
102,5492,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
103,5493,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
104,5494,"(['PAGE TITLE: Anlagenbau Stampfer', ['impressum.php'], None], 'Leichtmetallstr. 26-30 42781 Haan')","['PAGE TITLE: Anlagenbau Stampfer', ['impressum.php'], None]",Leichtmetallstr. 26-30 42781 Haan,"[51.27476, 6.79986]"
105,5495,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
106,5496,"(['PAGE TITLE: Personaldienstleister in NRW ', ['/impressum.php'], None], 'NO!')","['PAGE TITLE: Personaldienstleister in NRW ', ['/impressum.php'], None]",NO!,"[51.27476, 6.79986]"
107,5497,"(['PAGE TITLE: WZT Wendland-Zerspanungs-Technik Homepage', [None], None], None)","['PAGE TITLE: WZT Wendland-Zerspanungs-Technik Homepage', [None], None]",,"[-1.0, -1.0]"
108,5498,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
109,5499,"(['Copyright 2014ImpressumAGBDatenschutzpolicy', ['impressum/'], None], 'NO!')","['Copyright 2014ImpressumAGBDatenschutzpolicy', ['impressum/'], None]",NO!,"[51.27476, 6.79986]"
110,5500,"(['PAGE TITLE: Rheinische Gesellschaft', ['/rheinische-gesellschaft/impressum.html'], None], 'Hasensprung 1 42799 Leichlingen')","['PAGE TITLE: Rheinische Gesellschaft', ['/rheinische-gesellschaft/impressum.html'], None]",Hasensprung 1 42799 Leichlingen,"[51.27476, 6.79986]"
111,5501,"(['PAGE TITLE: Berufsbildungszentrum der Remscheider  Metall- und Elektroindustrie GmbH – Eine weitere WordPress-Seite', ['https://www.bzi-rs.de/index.php/impressum/'], None], 'NO!')","['PAGE TITLE: Berufsbildungszentrum der Remscheider  Metall- und Elektroindustrie GmbH – Eine weitere WordPress-Seite', ['https://www.bzi-rs.de/index.php/impressum/'], None]",NO!,"[51.27476, 6.79986]"
112,5502,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
113,5503,"(['2018 CIMCO-Werkzeugfabrik, Alle Rechte vorbehalten. Impressum | Datenschutz  Anmelden       ', [None], None], None)","['2018 CIMCO-Werkzeugfabrik, Alle Rechte vorbehalten. Impressum | Datenschutz  Anmelden       ', [None], None]",,"[-1.0, -1.0]"
114,5504,"(['PAGE TITLE: EWR* - Ihr regionaler Energiedienstleister in Remscheid', ['/impressum/'], None], 'Alleestraße 72 42853 Remscheid')","['PAGE TITLE: EWR* - Ihr regionaler Energiedienstleister in Remscheid', ['/impressum/'], None]",Alleestraße 72 42853 Remscheid,"[51.27476, 6.79986]"
115,5505,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
116,5506,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
117,5507,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
118,5508,"(['PAGE TITLE: A.MANNESMANN Maschinenfabrik', ['/impressum/'], None], 'Bliedinghauser Straße 27 42859 Remscheid')","['PAGE TITLE: A.MANNESMANN Maschinenfabrik', ['/impressum/'], None]",Bliedinghauser Straße 27 42859 Remscheid,"[51.27476, 6.79986]"
119,5509,"(['PAGE TITLE: Paal Gruppe ', [None], None], None)","['PAGE TITLE: Paal Gruppe ', [None], None]",,"[-1.0, -1.0]"
120,5510,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
121,5511,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
122,5512,"(['PAGE TITLE: Start', ['/de/impressum'], None], 'An der Hasenjagd 2 D-42897 Remscheid')","['PAGE TITLE: Start', ['/de/impressum'], None]",An der Hasenjagd 2 D-42897 Remscheid,"[51.27476, 6.79986]"
123,5513,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
124,5514,"(['2014 agenturia', ['impressum.html'], None], 'NO!')","['2014 agenturia', ['impressum.html'], None]",NO!,"[51.27476, 6.79986]"
125,5515,"(['WABECO Remscheid', ['https://www.wabeco-remscheid.de/impressum/'], None], 'NO!')","['WABECO Remscheid', ['https://www.wabeco-remscheid.de/impressum/'], None]",NO!,"[51.27476, 6.79986]"
126,5516,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
127,5517,"(['PAGE TITLE: konsoleH :: Login', ['http://www.hetzner.de/hosting/legal/impressum'], None], 'NO!')","['PAGE TITLE: konsoleH :: Login', ['http://www.hetzner.de/hosting/legal/impressum'], None]",NO!,"[51.27476, 6.79986]"
128,5518,"(['018 provita medical gmbh & co. kg. Alle Rechte vorbehalten.', ['impressum-73-1.html'], None], 'Auf der Huhfuhr 8 42929 Wermelskirchen')","['018 provita medical gmbh & co. kg. Alle Rechte vorbehalten.', ['impressum-73-1.html'], None]",Auf der Huhfuhr 8 42929 Wermelskirchen,"[51.27476, 6.79986]"
129,5519,"(['PAGE TITLE: WTT Fördertechnik GmbH - Fördertechnik aus einer Hand - Förderanlagen und Tragrollenbau aus Wermelskirchen', ['https://www.wtt-foerdertechnik.deinfo/impressum.php'], None], 'NO!')","['PAGE TITLE: WTT Fördertechnik GmbH - Fördertechnik aus einer Hand - Förderanlagen und Tragrollenbau aus Wermelskirchen', ['https://www.wtt-foerdertechnik.deinfo/impressum.php'], None]",NO!,"[51.27476, 6.79986]"
130,5520,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
131,5521,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
132,5522,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
133,5523,"(['PAGE TITLE: Fachpflegezentrum - Seniorenheim - Altenheim - Pflegeheim ', ['weiteres/impressum.html'], None], 'Wittekindstraße 105 / Rosemeyerstraße 2-4 44139 Dortmund')","['PAGE TITLE: Fachpflegezentrum - Seniorenheim - Altenheim - Pflegeheim ', ['weiteres/impressum.html'], None]",Wittekindstraße 105 / Rosemeyerstraße 2-4 44139 Dortmund,"[51.27476, 6.79986]"
134,5524,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
135,5525,"(['Gerber Architekten 2018', ['https://www.gerberarchitekten.de/impressum/'], None], 'NO!')","['Gerber Architekten 2018', ['https://www.gerberarchitekten.de/impressum/'], None]",NO!,"[51.27476, 6.79986]"
136,5526,"(['2018\xa0EGU Elektro Großhandels Union Rhein-Ruhr GmbH & Co. KG ', ['impressum.html'], None], 'Heßlingsweg 44 44309 Dortmund')","['2018\xa0EGU Elektro Großhandels Union Rhein-Ruhr GmbH & Co. KG ', ['impressum.html'], None]",Heßlingsweg 44 44309 Dortmund,"[51.27476, 6.79986]"
137,5527,"(['2018 - Hans Stork Betriebsgesellschaft mbH. All rights reserved.Durch Benutzung dieser Website akzeptieren Sie unsere Nutzungsbedingungen und Richtlinien für den Datenschutz.', ['/de/impressum.html'], None], 'Rechtsform GmbH 44143 Dortmund')","['2018 - Hans Stork Betriebsgesellschaft mbH. All rights reserved.Durch Benutzung dieser Website akzeptieren Sie unsere Nutzungsbedingungen und Richtlinien für den Datenschutz.', ['/de/impressum.html'], None]",Rechtsform GmbH 44143 Dortmund,"[51.27476, 6.79986]"
138,5528,"(['PAGE TITLE: Finden Sie einen PEUGEOT Händler in Ihrer Nähe', ['/impressum.html'], None], 'NO!')","['PAGE TITLE: Finden Sie einen PEUGEOT Händler in Ihrer Nähe', ['/impressum.html'], None]",NO!,"[51.27476, 6.79986]"
139,5529,"(['PAGE TITLE: Diakonie Dortmund: Diakonie Dortmund', [None], None], None)","['PAGE TITLE: Diakonie Dortmund: Diakonie Dortmund', [None], None]",,"[-1.0, -1.0]"
140,5530,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
141,5531,"(['PAGE TITLE: Herzlich Willkommen auf der Webseite der Produktiv Personal GmbH - produktiv-personals jimdo page!', [None], None], None)","['PAGE TITLE: Herzlich Willkommen auf der Webseite der Produktiv Personal GmbH - produktiv-personals jimdo page!', [None], None]",,"[-1.0, -1.0]"
142,5532,"(['PAGE TITLE: Außerbetriebliche Ausbildungsstätte Handwerkskammer Dortmund GmbH: Home', ['index.php?id=impressum'], None], 'Huckarder Straße 111 44147 Dortmund')","['PAGE TITLE: Außerbetriebliche Ausbildungsstätte Handwerkskammer Dortmund GmbH: Home', ['index.php?id=impressum'], None]",Huckarder Straße 111 44147 Dortmund,"[51.27476, 6.79986]"
143,5533,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
