,0,1,infos,street,geocoded
62,9764,"(['copyright 2018\xa0', ['https://www.wero.de/impressum'], None], 'NO!')","['copyright 2018\xa0', ['https://www.wero.de/impressum'], None]",NO!,"[51.27476, 6.79986]"
63,9765,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
64,9766,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
65,9767,"(['HEAG mobilo GmbH', ['https://www.heagmobilo.de/impressum'], None], 'NO!')","['HEAG mobilo GmbH', ['https://www.heagmobilo.de/impressum'], None]",NO!,"[51.27476, 6.79986]"
66,9768,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
67,9769,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
68,9770,"(['PAGE TITLE: BTG - Transport + Logistik + Spedition', ['spedition/btg_impressum.html'], None], 'Parkstraße 35 86462 Langweid/Foret')","['PAGE TITLE: BTG - Transport + Logistik + Spedition', ['spedition/btg_impressum.html'], None]",Parkstraße 35 86462 Langweid/Foret,"[51.27476, 6.79986]"
69,9771,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
70,9772,"(['PAGE TITLE: Knubben Speditions GmbH - Ihr Partner bei nationalen und internationalen Transporten, Systemlogistik, Lagerlogistik und Outsourcing', ['impressum.html'], None], 'Diensteanbieter: Leonh. H. Knubben Speditions GmbH Anschrift: Binnenhafenstraße 20, 68159 Mannheim')","['PAGE TITLE: Knubben Speditions GmbH - Ihr Partner bei nationalen und internationalen Transporten, Systemlogistik, Lagerlogistik und Outsourcing', ['impressum.html'], None]","Diensteanbieter: Leonh. H. Knubben Speditions GmbH Anschrift: Binnenhafenstraße 20, 68159 Mannheim","[51.27476, 6.79986]"
71,9773,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
72,9774,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
73,9775,"(['PAGE TITLE: MORGENPOST Briefservice GmbH: Home', ['impressum.html'], None], 'Dudenstr. 12 – 26 68167 Mannheim')","['PAGE TITLE: MORGENPOST Briefservice GmbH: Home', ['impressum.html'], None]",Dudenstr. 12 – 26 68167 Mannheim,"[51.27476, 6.79986]"
74,9776,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
75,9777,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
76,9778,"(['PAGE TITLE: Tyre24.de', [None], None], None)","['PAGE TITLE: Tyre24.de', [None], None]",,"[-1.0, -1.0]"
77,9779,"(['PAGE TITLE: Parzeller print & media - Ihre Druckerei', ['impressum/'], None], 'Frankfurter Straße 8 36043 Fulda')","['PAGE TITLE: Parzeller print & media - Ihre Druckerei', ['impressum/'], None]",Frankfurter Straße 8 36043 Fulda,"[51.27476, 6.79986]"
78,9780,"(['PAGE TITLE: Lokales - mittelhessen.de', ['/impressum.html'], None], 'Elsa-Brandström-Straße 18 35578 Wetzlar')","['PAGE TITLE: Lokales - mittelhessen.de', ['/impressum.html'], None]",Elsa-Brandström-Straße 18 35578 Wetzlar,"[51.27476, 6.79986]"
79,9781,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
80,9782,"(['PAGE TITLE: KL IT-Consult ', [None], None], None)","['PAGE TITLE: KL IT-Consult ', [None], None]",,"[-1.0, -1.0]"
81,9783,"(['PAGE TITLE: travel agency accounting', ['https://www.taa.de/impressum'], None], 'NO!')","['PAGE TITLE: travel agency accounting', ['https://www.taa.de/impressum'], None]",NO!,"[51.27476, 6.79986]"
82,9784,"(['PAGE TITLE: Internet-Filiale - Sparkasse Bensheim', ['/de/home/toolbar/impressum.html?n=true&stref=footer'], None], 'NO!')","['PAGE TITLE: Internet-Filiale - Sparkasse Bensheim', ['/de/home/toolbar/impressum.html?n=true&stref=footer'], None]",NO!,"[51.27476, 6.79986]"
83,9785,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
84,9786,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
85,9787,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
86,9788,"(['2018\xa0EZVKStartKontaktSatzungImpressumNutzungsbedingungen und DatenschutzSupport ', ['impressum.html'], None], 'Holzhofallee 17 a 64295 Darmstadt')","['2018\xa0EZVKStartKontaktSatzungImpressumNutzungsbedingungen und DatenschutzSupport ', ['impressum.html'], None]",Holzhofallee 17 a 64295 Darmstadt,"[51.27476, 6.79986]"
87,9789,"(['2018 All Rights Reserved', ['https://nrv-rechtsschutz.de/impressum/'], None], 'NO!')","['2018 All Rights Reserved', ['https://nrv-rechtsschutz.de/impressum/'], None]",NO!,"[51.27476, 6.79986]"
88,9790,"(['2017 DVA GmbH', ['/dva-de/impressum_-591996'], None], 'Marienbader Platz 1 61348 Bad Homburg')","['2017 DVA GmbH', ['/dva-de/impressum_-591996'], None]",Marienbader Platz 1 61348 Bad Homburg,"[51.27476, 6.79986]"
89,9791,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
90,9792,"(['018 mediserv Bank GmbH - Alle Rechte vorbehalten.Über mediserv', ['https://mediserv.de/impressum/'], None], 'NO!')","['018 mediserv Bank GmbH - Alle Rechte vorbehalten.Über mediserv', ['https://mediserv.de/impressum/'], None]",NO!,"[51.27476, 6.79986]"
91,9793,"(['PAGE TITLE: Caparol: Offizieller Markenauftritt', ['impressumagb.html'], None], 'Roßdörfer Straße 50 64372 Ober-Ramstadt')","['PAGE TITLE: Caparol: Offizieller Markenauftritt', ['impressumagb.html'], None]",Roßdörfer Straße 50 64372 Ober-Ramstadt,"[51.27476, 6.79986]"
92,9794,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
93,9795,"(['PAGE TITLE: Dinghartinger - Home', ['/impressum.html'], None], 'Gangsteig 12 85652 Landsham')","['PAGE TITLE: Dinghartinger - Home', ['/impressum.html'], None]",Gangsteig 12 85652 Landsham,"[51.27476, 6.79986]"
94,9796,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
95,9797,"(['PAGE TITLE: Küchen Loesch Nürnberg - alles für Küche und Haushalt', [None], None], None)","['PAGE TITLE: Küchen Loesch Nürnberg - alles für Küche und Haushalt', [None], None]",,"[-1.0, -1.0]"
96,9798,"(['PAGE TITLE: Kältetechnik & Anlagenbau für die Industrie ', ['https://www.lahntechnik.de/impressum.html'], None], 'Auf der Schmitt 47 56626 Andernach')","['PAGE TITLE: Kältetechnik & Anlagenbau für die Industrie ', ['https://www.lahntechnik.de/impressum.html'], None]",Auf der Schmitt 47 56626 Andernach,"[51.27476, 6.79986]"
97,9799,"(['Copyright 2014 michal + braun GmbH | Alle Rechte vorbehalten', ['http://www.michalundbraun.de/index.php?page=impressum'], None], 'NO!')","['Copyright 2014 michal + braun GmbH | Alle Rechte vorbehalten', ['http://www.michalundbraun.de/index.php?page=impressum'], None]",NO!,"[51.27476, 6.79986]"
98,9800,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
99,9801,"(['PAGE TITLE: Vereinsfahnen und Vereinsbedarf, Fahnen und Flaggen von Fahnen Kössinger', ['/impressum.html'], None], 'Am Gewerbering 23 84069 Schierling')","['PAGE TITLE: Vereinsfahnen und Vereinsbedarf, Fahnen und Flaggen von Fahnen Kössinger', ['/impressum.html'], None]",Am Gewerbering 23 84069 Schierling,"[51.27476, 6.79986]"
100,9802,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
101,9803,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
102,9804,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
103,9805,"(['PAGE TITLE: Aufzüge - Ihr maßgefertigter Aufzug von AS Aufzug + Service in Bissendorf bei Osnabrück und Magdeburg', ['impressum.php?s='], None], 'Gewerbepark 6 49143 Bissendorf')","['PAGE TITLE: Aufzüge - Ihr maßgefertigter Aufzug von AS Aufzug + Service in Bissendorf bei Osnabrück und Magdeburg', ['impressum.php?s='], None]",Gewerbepark 6 49143 Bissendorf,"[51.27476, 6.79986]"
104,9806,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
105,9807,"(['2018 ABF, Apothekerin Eva Schreier E.K.', ['portal/impressum/'], None], 'Rudolf-Breitscheid-Str. 39-41 90762 Fürth')","['2018 ABF, Apothekerin Eva Schreier E.K.', ['portal/impressum/'], None]",Rudolf-Breitscheid-Str. 39-41 90762 Fürth,"[51.27476, 6.79986]"
106,9808,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
107,9809,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
108,9810,"(['PAGE TITLE: Adolf Mütsch GmbH - Zerspanungstechnik und Gerätebau', ['kontakt/impressum.html'], None], 'Jäuchernstraße 17 74653 Ingelfingen-Eberstal')","['PAGE TITLE: Adolf Mütsch GmbH - Zerspanungstechnik und Gerätebau', ['kontakt/impressum.html'], None]",Jäuchernstraße 17 74653 Ingelfingen-Eberstal,"[51.27476, 6.79986]"
109,9811,"(['PAGE TITLE: aet autoersatzteile GmbH -  Home', ['/cms/impressum_28.html'], None], 'NO!')","['PAGE TITLE: aet autoersatzteile GmbH -  Home', ['/cms/impressum_28.html'], None]",NO!,"[51.27476, 6.79986]"
110,9812,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
111,9813,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
112,9814,"(['AKEMI 2016 \xa0\xa0\xa0 Kontakt\xa0ι  Impressum\xa0', ['/de/kontakt/impressum'], None], 'Lechstraße 28 D-90451 Nürnberg')","['AKEMI 2016 \xa0\xa0\xa0 Kontakt\xa0ι  Impressum\xa0', ['/de/kontakt/impressum'], None]",Lechstraße 28 D-90451 Nürnberg,"[51.27476, 6.79986]"
113,9815,"(['EDEKA Bergmann. Alle Rechte vorbehalten.', ['https://www.edeka-bergmann.de/impressum/'], None], 'Samstag: 7.00 – 21.00 Uhr Tel.: 04131 / 223672')","['EDEKA Bergmann. Alle Rechte vorbehalten.', ['https://www.edeka-bergmann.de/impressum/'], None]",Samstag: 7.00 – 21.00 Uhr Tel.: 04131 / 223672,"[51.27476, 6.79986]"
114,9816,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
115,9817,"(['2013 alessandro International | Tous droits réservés', [None], None], None)","['2013 alessandro International | Tous droits réservés', [None], None]",,"[-1.0, -1.0]"
116,9818,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
117,9819,"(['PAGE TITLE: Penninger Blutwurz', ['https://www.penninger.de/kontakt/#impressum'], None], 'Alte Hausbrennerei Penninger GmbH Industriestrasse 18 | 94051 Hauzenberg')","['PAGE TITLE: Penninger Blutwurz', ['https://www.penninger.de/kontakt/#impressum'], None]",Alte Hausbrennerei Penninger GmbH Industriestrasse 18 | 94051 Hauzenberg,"[51.27476, 6.79986]"
118,9820,"(['PAGE TITLE:  Aluspan  Metallbearbeitung GmbH in 88512 Mengen', [None], None], None)","['PAGE TITLE:  Aluspan  Metallbearbeitung GmbH in 88512 Mengen', [None], None]",,"[-1.0, -1.0]"
119,9821,"(['PAGE TITLE: Amm Teppichreinigung Nürnberg Teppichwäscherei & Reparatur', ['https://www.amm24.de/impressum/'], None], 'NO!')","['PAGE TITLE: Amm Teppichreinigung Nürnberg Teppichwäscherei & Reparatur', ['https://www.amm24.de/impressum/'], None]",NO!,"[51.27476, 6.79986]"
120,9822,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
121,9823,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
122,9824,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
123,9825,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
124,9826,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
125,9827,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
126,9828,"(['Copyright 2009 – 2018 APROVIS Energy Systems GmbH', [None], None], None)","['Copyright 2009 – 2018 APROVIS Energy Systems GmbH', [None], None]",,"[-1.0, -1.0]"
127,9829,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
128,9830,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
129,9831,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
130,9832,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
131,9833,"(['2017 ASA Selection GmbH', ['https://www.asa-selection.com/impressum'], None], 'NO!')","['2017 ASA Selection GmbH', ['https://www.asa-selection.com/impressum'], None]",NO!,"[51.27476, 6.79986]"
132,9834,"(['2013. Firmen-Name. Alle Rechte vorbehalten.', ['impressum/'], None], 'NO!')","['2013. Firmen-Name. Alle Rechte vorbehalten.', ['impressum/'], None]",NO!,"[51.27476, 6.79986]"
133,9835,"(['Copyright 1999-2007SWsoft, Inc. All rights reserved', [None], None], None)","['Copyright 1999-2007SWsoft, Inc. All rights reserved', [None], None]",,"[-1.0, -1.0]"
134,9836,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
135,9837,"(['2017 ASO GmbH', ['http://www.asosafety.de/impressum/'], None], 'Hansastraße 52 59557 Lippstadt')","['2017 ASO GmbH', ['http://www.asosafety.de/impressum/'], None]",Hansastraße 52 59557 Lippstadt,"[51.27476, 6.79986]"
136,9838,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
137,9839,"(['vitapublic GmbH 2010-2018', ['/impressum/datenschutz'], None], 'NO!')","['vitapublic GmbH 2010-2018', ['/impressum/datenschutz'], None]",NO!,"[51.27476, 6.79986]"
138,9840,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
139,9841,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
140,9842,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
141,9843,"(['2018', ['/meta/impressum/'], None], 'Trettaustraße 49 21107 Hamburg')","['2018', ['/meta/impressum/'], None]",Trettaustraße 49 21107 Hamburg,"[51.27476, 6.79986]"
142,9844,"(['PAGE TITLE: konsoleH :: Login', ['http://www.hetzner.de/hosting/legal/impressum'], None], 'NO!')","['PAGE TITLE: konsoleH :: Login', ['http://www.hetzner.de/hosting/legal/impressum'], None]",NO!,"[51.27476, 6.79986]"
143,9845,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
144,9846,"(['Automobile Exner GmbH & Co. KG - Wunsiedler Str. 2 - 95032 Hof - Telefon 09281 / 78 20 - Telefax 09281 / 78 22 49', ['kontakt/impressum.html'], None], 'Wunsiedler Str. 2 95032 Hof')","['Automobile Exner GmbH & Co. KG - Wunsiedler Str. 2 - 95032 Hof - Telefon 09281 / 78 20 - Telefax 09281 / 78 22 49', ['kontakt/impressum.html'], None]",Wunsiedler Str. 2 95032 Hof,"[51.27476, 6.79986]"
145,9847,"(['PAGE TITLE: PEUGEOT ', ['/impressum.html'], None], 'NO!')","['PAGE TITLE: PEUGEOT ', ['/impressum.html'], None]",NO!,"[51.27476, 6.79986]"
146,9848,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
147,9849,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
148,9850,"(['2011 - 2018 Autohaus Dreher', ['impressum.html'], None], 'Zeppelinstr. 14-16 88239 Wangen im Allgäu')","['2011 - 2018 Autohaus Dreher', ['impressum.html'], None]",Zeppelinstr. 14-16 88239 Wangen im Allgäu,"[51.27476, 6.79986]"
149,9851,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
