,0,1,infos,street,geocoded
18,1096,"(['PAGE TITLE: Startseite - Menke Gebäudeservice', ['/de/kontakt/impressum.php'], None], 'Von-Siemens-Straße 2 59757 Arnsberg')","['PAGE TITLE: Startseite - Menke Gebäudeservice', ['/de/kontakt/impressum.php'], None]",Von-Siemens-Straße 2 59757 Arnsberg,"[51.27476, 6.79986]"
19,1097,"(['PAGE TITLE: M. Busch', ['impressum/'], None], 'Ruhrstraße 1 59909 Bestwig')","['PAGE TITLE: M. Busch', ['impressum/'], None]",Ruhrstraße 1 59909 Bestwig,"[51.27476, 6.79986]"
20,1098,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
21,1099,"(['Hans Segmüller Polstermöbelfabrik GmbH & Co. KG, 2018            ', ['/content/impressum.html'], None], 'NO!')","['Hans Segmüller Polstermöbelfabrik GmbH & Co. KG, 2018            ', ['/content/impressum.html'], None]",NO!,"[51.27476, 6.79986]"
22,1100,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
23,1101,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
24,1102,"(['PAGE TITLE: Gebäudereinigung deutschlandweit - Niederberger Gruppe', ['impressum.html'], None], 'NO!')","['PAGE TITLE: Gebäudereinigung deutschlandweit - Niederberger Gruppe', ['impressum.html'], None]",NO!,"[51.27476, 6.79986]"
25,1103,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
26,1104,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
27,1105,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
28,1106,"(['PAGE TITLE: JUNG - Schalter und Systeme', ['/594/impressum/'], None], 'Postfach 1320 58569 Schalksmühle')","['PAGE TITLE: JUNG - Schalter und Systeme', ['/594/impressum/'], None]",Postfach 1320 58569 Schalksmühle,"[51.27476, 6.79986]"
29,1107,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
30,1108,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
31,1109,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
32,1110,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
33,1111,"(['2018 Indutec International Holding GmbH & Co. KG. Alle Rechte vorbehalten.', ['impressum'], None], 'Zeißstraße 22-24 50171 Kerpen / Erft')","['2018 Indutec International Holding GmbH & Co. KG. Alle Rechte vorbehalten.', ['impressum'], None]",Zeißstraße 22-24 50171 Kerpen / Erft,"[51.27476, 6.79986]"
34,1112,"(['2016 InfraServ GmbH & Co. Knapsack KG AGBImpressumDatenschutzRechtliche HinweiseLieferantenmanagement.', ['impressum/'], None], 'Industriestraße 300 50354 Hürth')","['2016 InfraServ GmbH & Co. Knapsack KG AGBImpressumDatenschutzRechtliche HinweiseLieferantenmanagement.', ['impressum/'], None]",Industriestraße 300 50354 Hürth,"[51.27476, 6.79986]"
35,1113,"(['PAGE TITLE: Agentur für Design, Digital & Live-Marketing ', ['/de/impressum'], None], 'Rosenberger Str. 28 74706 Osterburken')","['PAGE TITLE: Agentur für Design, Digital & Live-Marketing ', ['/de/impressum'], None]",Rosenberger Str. 28 74706 Osterburken,"[51.27476, 6.79986]"
36,1114,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
37,1115,"(['PAGE TITLE: Versandhaus BADER ', ['/impressum'], None], 'NO!')","['PAGE TITLE: Versandhaus BADER ', ['/impressum'], None]",NO!,"[51.27476, 6.79986]"
38,1116,"(['2018 Fritz Winter Eisengießerei GmbH & Co. KG powered by tripuls', ['/impressum/'], None], 'Albert-Schweitzer-Straße 15 35260 Stadtallendorf')","['2018 Fritz Winter Eisengießerei GmbH & Co. KG powered by tripuls', ['/impressum/'], None]",Albert-Schweitzer-Straße 15 35260 Stadtallendorf,"[51.27476, 6.79986]"
39,1117,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
40,1118,"(['2018 Magdeburger Verkehrsbetriebe GmbH & Co. KG', ['https://www.mvbnet.de/impressum/'], None], 'NO!')","['2018 Magdeburger Verkehrsbetriebe GmbH & Co. KG', ['https://www.mvbnet.de/impressum/'], None]",NO!,"[51.27476, 6.79986]"
41,1119,"(['PAGE TITLE: Privatkunden\xa0: SWM Magdeburg', ['impressum.html'], None], 'Am Alten Theater 1 39104 Magdeburg')","['PAGE TITLE: Privatkunden\xa0: SWM Magdeburg', ['impressum.html'], None]",Am Alten Theater 1 39104 Magdeburg,"[51.27476, 6.79986]"
42,1120,"(['PAGE TITLE: \n\tGute Woche ', ['/impressum.html'], None], 'Rötelstraße 35 74172 Neckarsulm')","['PAGE TITLE: \n\tGute Woche ', ['/impressum.html'], None]",Rötelstraße 35 74172 Neckarsulm,"[51.27476, 6.79986]"
43,1121,"(['PAGE TITLE: SIEGLE + EPPLE - Anlagen für Lufttechnik und Gebäudetechnik', ['/impressum/'], None], 'Flachter Straße 2 70499 Stuttgart')","['PAGE TITLE: SIEGLE + EPPLE - Anlagen für Lufttechnik und Gebäudetechnik', ['/impressum/'], None]",Flachter Straße 2 70499 Stuttgart,"[51.27476, 6.79986]"
44,1122,"(['Nanz medico GmbH & Co. KG', ['/impressum/'], None], 'Wilhelmsplatz 11 70182 Stuttgart')","['Nanz medico GmbH & Co. KG', ['/impressum/'], None]",Wilhelmsplatz 11 70182 Stuttgart,"[51.27476, 6.79986]"
45,1123,"(['PAGE TITLE: Staples Business Advantage', ['https://www.staplesadvantage.de/impressum/?browse=1'], None], 'NO!')","['PAGE TITLE: Staples Business Advantage', ['https://www.staplesadvantage.de/impressum/?browse=1'], None]",NO!,"[51.27476, 6.79986]"
46,1124,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
47,1125,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
48,1126,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
49,1127,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
50,1128,"(['PAGE TITLE: Willkommen bei MEGUIN - Meguin ', ['/meguin/web.nsf/id/pa_impressum.html'], None], 'NO!')","['PAGE TITLE: Willkommen bei MEGUIN - Meguin ', ['/meguin/web.nsf/id/pa_impressum.html'], None]",NO!,"[51.27476, 6.79986]"
51,1129,"(['2015 Gebr. Meiser GmbH. Alle Rechte vorbehalten. ', ['de/impressum.html'], None], 'Edmund Meiser Straße 1 66839 Schmelz-Limbach')","['2015 Gebr. Meiser GmbH. Alle Rechte vorbehalten. ', ['de/impressum.html'], None]",Edmund Meiser Straße 1 66839 Schmelz-Limbach,"[51.27476, 6.79986]"
52,1130,"(['2018\xa0FFT Produktionssysteme GmbH & Co. KG', ['impressum.html'], None], 'Schleyerstr. 1 36041 Fulda-Rodges')","['2018\xa0FFT Produktionssysteme GmbH & Co. KG', ['impressum.html'], None]",Schleyerstr. 1 36041 Fulda-Rodges,"[51.27476, 6.79986]"
53,1131,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
54,1132,"(['PAGE TITLE: Die Wicker-Kliniken', ['impressum/'], None], 'Brunnenallee 29 34537 Bad Wildungen')","['PAGE TITLE: Die Wicker-Kliniken', ['impressum/'], None]",Brunnenallee 29 34537 Bad Wildungen,"[51.27476, 6.79986]"
55,1133,"(['PAGE TITLE: Internet-Filiale - Frankfurter Sparkasse', ['/de/home/toolbar/impressum.html?n=true&stref=footer'], None], 'NO!')","['PAGE TITLE: Internet-Filiale - Frankfurter Sparkasse', ['/de/home/toolbar/impressum.html?n=true&stref=footer'], None]",NO!,"[51.27476, 6.79986]"
56,1134,"(['PAGE TITLE: Startseite', [None], None], None)","['PAGE TITLE: Startseite', [None], None]",,"[-1.0, -1.0]"
57,1135,"(['PAGE TITLE: Kirchhoff Automotive: Group', [None], None], None)","['PAGE TITLE: Kirchhoff Automotive: Group', [None], None]",,"[-1.0, -1.0]"
58,1136,"(['PAGE TITLE: Herzlich Willkommen!', [None], None], None)","['PAGE TITLE: Herzlich Willkommen!', [None], None]",,"[-1.0, -1.0]"
59,1137,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
60,1138,"(['PAGE TITLE: Willkommen bei der AOS-Stade!', ['pages/index/impressum.html'], None], 'NO!')","['PAGE TITLE: Willkommen bei der AOS-Stade!', ['pages/index/impressum.html'], None]",NO!,"[51.27476, 6.79986]"
61,1139,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
62,1140,"(['2018 Bertelsmann SE & Co. KGaA', ['/de/ueber-arvato/impressum.html'], None], 'NO!')","['2018 Bertelsmann SE & Co. KGaA', ['/de/ueber-arvato/impressum.html'], None]",NO!,"[51.27476, 6.79986]"
63,1141,"(['2018 BEMBÉ Parkett ', ['https://www.bembe.de/impressum/'], None], 'NO!')","['2018 BEMBÉ Parkett ', ['https://www.bembe.de/impressum/'], None]",NO!,"[51.27476, 6.79986]"
64,1142,"(['PAGE TITLE: BrotHaus - Bäcker seit 1616', ['/index.php/impressum'], None], 'Rothenburgerstraße, 47 91593 Burgbernheim')","['PAGE TITLE: BrotHaus - Bäcker seit 1616', ['/index.php/impressum'], None]","Rothenburgerstraße, 47 91593 Burgbernheim","[51.27476, 6.79986]"
65,1143,"(['PAGE TITLE: Autoglas - Reparatur & Austausch ', ['/impressum'], None], 'NO!')","['PAGE TITLE: Autoglas - Reparatur & Austausch ', ['/impressum'], None]",NO!,"[51.27476, 6.79986]"
66,1144,"(['Copyright 2016 - 2018 Computacenter AG & Co oHG', ['/de/footer/impressum'], None], 'Europaring 34-40 50170 Kerpen')","['Copyright 2016 - 2018 Computacenter AG & Co oHG', ['/de/footer/impressum'], None]",Europaring 34-40 50170 Kerpen,"[51.27476, 6.79986]"
67,1145,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
68,1146,"(['PAGE TITLE: Backen und Kochen mit Dr. Oetker - Qualität ist das beste Rezept ', ['/footer-meta/impressum.html'], None], 'Lutterstraße 14 33617 Bielefeld')","['PAGE TITLE: Backen und Kochen mit Dr. Oetker - Qualität ist das beste Rezept ', ['/footer-meta/impressum.html'], None]",Lutterstraße 14 33617 Bielefeld,"[51.27476, 6.79986]"
69,1147,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
70,1148,"(['2016 ENERCON GmbH', ['impressum/'], None], 'NO!')","['2016 ENERCON GmbH', ['impressum/'], None]",NO!,"[51.27476, 6.79986]"
71,1149,"(['2018', ['/impressum/'], None], 'NO!')","['2018', ['/impressum/'], None]",NO!,"[51.27476, 6.79986]"
72,1150,"(['PAGE TITLE: Wir dienen alten Menschen, die unsere Hilfe benötigen. - Alten- und Pflegeheime » Gesellschaft für diakonische Einrichtungen in Hessen und Nassau mbH', ['/impressum.html'], None], 'NO!')","['PAGE TITLE: Wir dienen alten Menschen, die unsere Hilfe benötigen. - Alten- und Pflegeheime » Gesellschaft für diakonische Einrichtungen in Hessen und Nassau mbH', ['/impressum.html'], None]",NO!,"[51.27476, 6.79986]"
73,1151,"(['2018 2mcon märthesheimer consulting', ['impressum.cfm'], None], 'Rodezstraße 1 96052 Bamberg')","['2018 2mcon märthesheimer consulting', ['impressum.cfm'], None]",Rodezstraße 1 96052 Bamberg,"[51.27476, 6.79986]"
74,1152,"(['PAGE TITLE: Logistiker, Logistikunternehmen, Spediteur, Internationale Spedition, Logistics: Koch International', ['/impressum/'], None], 'Fürstenauer Weg 68 D-49090 Osnabrück')","['PAGE TITLE: Logistiker, Logistikunternehmen, Spediteur, Internationale Spedition, Logistics: Koch International', ['/impressum/'], None]",Fürstenauer Weg 68 D-49090 Osnabrück,"[51.27476, 6.79986]"
75,1153,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
76,1154,"(['2015', ['/meta-footer-2/impressum/'], None], 'Adelbert-Hofmann-Straße 6 D-97944 Boxberg-Schweigern')","['2015', ['/meta-footer-2/impressum/'], None]",Adelbert-Hofmann-Straße 6 D-97944 Boxberg-Schweigern,"[51.27476, 6.79986]"
77,1155,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
78,1156,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
79,1157,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
80,1158,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
81,1159,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
82,1160,"(['KOLBUS. GmbH & Co. KG 2018www.luxury-packaging.eu', ['/impressum/'], None], 'Osnabrücker Straße 77 32369 Rahden')","['KOLBUS. GmbH & Co. KG 2018www.luxury-packaging.eu', ['/impressum/'], None]",Osnabrücker Straße 77 32369 Rahden,"[51.27476, 6.79986]"
83,1161,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
84,1162,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
85,1163,"(['PAGE TITLE: OBI Baumarkt & Online-Shop - alles für Heim, Haus, Garten und Bau', ['/impressum/'], None], 'Hafenstraße 56 34125 Kassel')","['PAGE TITLE: OBI Baumarkt & Online-Shop - alles für Heim, Haus, Garten und Bau', ['/impressum/'], None]",Hafenstraße 56 34125 Kassel,"[51.27476, 6.79986]"
86,1164,"(['2018 Peter Schneider Gebäudedienstleistungen GmbH & Co. KG\r', ['impressum/'], None], 'Zeißstraße 46 30519 Hannover')","['2018 Peter Schneider Gebäudedienstleistungen GmbH & Co. KG\r', ['impressum/'], None]",Zeißstraße 46 30519 Hannover,"[51.27476, 6.79986]"
87,1165,"(['2018 GRAMMER AG', ['impressum/'], None], 'Postfach 1454 D-92204 Amberg')","['2018 GRAMMER AG', ['impressum/'], None]",Postfach 1454 D-92204 Amberg,"[51.27476, 6.79986]"
88,1166,"(['2018 Schmidt & Pfeifer GmbH & Co. KG', [None], None], None)","['2018 Schmidt & Pfeifer GmbH & Co. KG', [None], None]",,"[-1.0, -1.0]"
89,1167,"(['2018 Salamander Deutschland GmbH & Co. KG | Alle Rechte vorbehalten.', ['https://www.salamander-online.de/impressum/'], None], 'NO!')","['2018 Salamander Deutschland GmbH & Co. KG | Alle Rechte vorbehalten.', ['https://www.salamander-online.de/impressum/'], None]",NO!,"[51.27476, 6.79986]"
90,1168,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
91,1169,"(['Sana Kliniken Landkreis BiberachImpressum\xa0Datenschutz\xa0', ['/impressum/'], None], 'Ziegelhausstraße 50 88400 Biberach')","['Sana Kliniken Landkreis BiberachImpressum\xa0Datenschutz\xa0', ['/impressum/'], None]",Ziegelhausstraße 50 88400 Biberach,"[51.27476, 6.79986]"
92,1170,"(['2018 INTERSPORT Deutschland', ['/impressum'], None], 'Brennaborstrasse 12 44149 Dortmund')","['2018 INTERSPORT Deutschland', ['/impressum'], None]",Brennaborstrasse 12 44149 Dortmund,"[51.27476, 6.79986]"
93,1171,"(['PAGE TITLE: Home ', ['content/impressum'], None], 'Richard-Wagner Platz 2-10 90443 Nürnberg')","['PAGE TITLE: Home ', ['content/impressum'], None]",Richard-Wagner Platz 2-10 90443 Nürnberg,"[51.27476, 6.79986]"
94,1172,"(['PAGE TITLE: Tauber Bau Nürnberg - Hochbau, Ingenieurbau und Schlüsselfertigbau', ['impressum-tauberbau.html'], None], 'NO!')","['PAGE TITLE: Tauber Bau Nürnberg - Hochbau, Ingenieurbau und Schlüsselfertigbau', ['impressum-tauberbau.html'], None]",NO!,"[51.27476, 6.79986]"
95,1173,"(['2018 USG People Germany GmbH           ', [None], None], None)","['2018 USG People Germany GmbH           ', [None], None]",,"[-1.0, -1.0]"
96,1174,"(['2018  Volke Consulting Engineers GmbH & Co. Planungs KG\r', [None], None], None)","['2018  Volke Consulting Engineers GmbH & Co. Planungs KG\r', [None], None]",,"[-1.0, -1.0]"
97,1175,"(['PAGE TITLE: Homepage', ['/de/impressum.html'], None], 'NO!')","['PAGE TITLE: Homepage', ['/de/impressum.html'], None]",NO!,"[51.27476, 6.79986]"
98,1176,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
99,1177,"(['PAGE TITLE: Züblin Spezialtiefbau GmbH', [None], None], None)","['PAGE TITLE: Züblin Spezialtiefbau GmbH', [None], None]",,"[-1.0, -1.0]"
100,1178,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
101,1179,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
102,1180,"(['PAGE TITLE:  Startseite - GEDORE Werkzeugfabrik GmbH & Co. KG ', ['/de/impressum/'], None], 'NO!')","['PAGE TITLE:  Startseite - GEDORE Werkzeugfabrik GmbH & Co. KG ', ['/de/impressum/'], None]",NO!,"[51.27476, 6.79986]"
103,1181,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
104,1182,"(['2018 Medizinische Versorgungszentren der Oberlausitz gGmbH', ['/unternehmen/impressum/'], None], 'Am Stadtwall 3 02625 Bautzen')","['2018 Medizinische Versorgungszentren der Oberlausitz gGmbH', ['/unternehmen/impressum/'], None]",Am Stadtwall 3 02625 Bautzen,"[51.27476, 6.79986]"
105,1183,"(['PAGE TITLE: Request Rejected', [None], None], None)","['PAGE TITLE: Request Rejected', [None], None]",,"[-1.0, -1.0]"
106,1184,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
107,1185,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
108,1186,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
109,1187,"(['PAGE TITLE: Fürst Gruppe - der Dienstleister für Mensch und Unternehmen ', ['https://www.fuerst-gruppe.de/impressum/'], None], 'NO!')","['PAGE TITLE: Fürst Gruppe - der Dienstleister für Mensch und Unternehmen ', ['https://www.fuerst-gruppe.de/impressum/'], None]",NO!,"[51.27476, 6.79986]"
110,1188,"(['PAGE TITLE: Akademie', ['infos/impressum/'], None], 'Marktplatz 5 32756 Detmold')","['PAGE TITLE: Akademie', ['infos/impressum/'], None]",Marktplatz 5 32756 Detmold,"[51.27476, 6.79986]"
111,1189,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
112,1190,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
113,1191,"(['PAGE TITLE: \tMetabo - Elektrowerkzeuge für professionelle Anwender\n', ['https://www.metabo.com/de/de/info/allgemeines/impressum/'], None], 'NO!')","['PAGE TITLE: \tMetabo - Elektrowerkzeuge für professionelle Anwender\n', ['https://www.metabo.com/de/de/info/allgemeines/impressum/'], None]",NO!,"[51.27476, 6.79986]"
114,1192,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
115,1193,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
116,1194,"(['2018\xa0Heinrich Heine GmbH', ['//www.heine.de/kundenservice/impressum.html'], None], 'NO!')","['2018\xa0Heinrich Heine GmbH', ['//www.heine.de/kundenservice/impressum.html'], None]",NO!,"[51.27476, 6.79986]"
117,1195,"(['PAGE TITLE: Besselmann: Home', ['impressum-datenschutzerklaerung/'], None], 'Thieplatz 14 49196 Bad Laer')","['PAGE TITLE: Besselmann: Home', ['impressum-datenschutzerklaerung/'], None]",Thieplatz 14 49196 Bad Laer,"[51.27476, 6.79986]"
118,1196,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
119,1197,"(['PAGE TITLE: Pflegeheime und Service-Wohnen - Deutsche Seniorenstift Gesellschaft', ['/impressum/'], None], 'NO!')","['PAGE TITLE: Pflegeheime und Service-Wohnen - Deutsche Seniorenstift Gesellschaft', ['/impressum/'], None]",NO!,"[51.27476, 6.79986]"
120,1198,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
121,1199,"(['PAGE TITLE: Ihr Partner für Entsorgung und Sauberkeit in Dortmund', ['/de/impressum.htm'], None], 'NO!')","['PAGE TITLE: Ihr Partner für Entsorgung und Sauberkeit in Dortmund', ['/de/impressum.htm'], None]",NO!,"[51.27476, 6.79986]"
122,1200,"(['PAGE TITLE: benelino.de ', [None], None], None)","['PAGE TITLE: benelino.de ', [None], None]",,"[-1.0, -1.0]"
123,1201,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
124,1202,"(['2008 MAPA GmbH', ['impressum/'], None], 'NO!')","['2008 MAPA GmbH', ['impressum/'], None]",NO!,"[51.27476, 6.79986]"
125,1203,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
126,1204,"(['Kautex 2016Nutzungsbedingungen|Impressum|Datensicherheit & Datenschutz|Allgemeine Geschäftsbedingungen', ['https://www.kautex.de/de/impressum'], None], 'NO!')","['Kautex 2016Nutzungsbedingungen|Impressum|Datensicherheit & Datenschutz|Allgemeine Geschäftsbedingungen', ['https://www.kautex.de/de/impressum'], None]",NO!,"[51.27476, 6.79986]"
127,1205,"(['PAGE TITLE: Damenmode in großen Größen online kaufen ', ['https://www.ullapopken.de/inhalt/kundenservice/unternehmen/impressum/'], None], 'NO!')","['PAGE TITLE: Damenmode in großen Größen online kaufen ', ['https://www.ullapopken.de/inhalt/kundenservice/unternehmen/impressum/'], None]",NO!,"[51.27476, 6.79986]"
128,1206,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
129,1207,"(['PAGE TITLE: OHM & HÄNER METALLWERK GmbH & Co. KG - Die Kundengießerei aus dem Sauerland - OHM & HÄNER Metallwerk GmbH & Co. KG', ['https://ohmundhaener.de/index.php/impressum'], None], 'NO!')","['PAGE TITLE: OHM & HÄNER METALLWERK GmbH & Co. KG - Die Kundengießerei aus dem Sauerland - OHM & HÄNER Metallwerk GmbH & Co. KG', ['https://ohmundhaener.de/index.php/impressum'], None]",NO!,"[51.27476, 6.79986]"
130,1208,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
131,1209,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
132,1210,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
133,1211,"(['PAGE TITLE: Internet-Filiale - Kreissparkasse Ludwigsburg', ['/de/home/toolbar/impressum.html?n=true&stref=footer'], None], 'NO!')","['PAGE TITLE: Internet-Filiale - Kreissparkasse Ludwigsburg', ['/de/home/toolbar/impressum.html?n=true&stref=footer'], None]",NO!,"[51.27476, 6.79986]"
134,1212,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
135,1213,"(['2018 DECATHLON. Alle Rechte vorbehalten.', ['./de-l0/impressum-p2/'], None], 'Filsallee 19 73207 Plochingen')","['2018 DECATHLON. Alle Rechte vorbehalten.', ['./de-l0/impressum-p2/'], None]",Filsallee 19 73207 Plochingen,"[51.27476, 6.79986]"
136,1214,"(['2018\xa0Scheufelen GmbH - all rights reserved', ['impressum/'], None], 'Adolf-Scheufelen-Straße 26 73252 Lenningen')","['2018\xa0Scheufelen GmbH - all rights reserved', ['impressum/'], None]",Adolf-Scheufelen-Straße 26 73252 Lenningen,"[51.27476, 6.79986]"
137,1215,"(['2015. BTI Befestigungstechnik GmbH & Co. KG. Alle Rechte vorbehalten.', [None], None], None)","['2015. BTI Befestigungstechnik GmbH & Co. KG. Alle Rechte vorbehalten.', [None], None]",,"[-1.0, -1.0]"
138,1216,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
139,1217,"(['PAGE TITLE: Internet-Filiale - Sparkasse Pforzheim Calw', ['/de/home/toolbar/impressum.html?n=true&stref=footer'], None], 'NO!')","['PAGE TITLE: Internet-Filiale - Sparkasse Pforzheim Calw', ['/de/home/toolbar/impressum.html?n=true&stref=footer'], None]",NO!,"[51.27476, 6.79986]"
140,1218,"(['Schaeffler Technologies AG & Co. KG', ['meta/impressum/index.jsp'], None], 'NO!')","['Schaeffler Technologies AG & Co. KG', ['meta/impressum/index.jsp'], None]",NO!,"[51.27476, 6.79986]"
141,1219,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
142,1220,"(['PAGE TITLE: K&L ', [None], None], None)","['PAGE TITLE: K&L ', [None], None]",,"[-1.0, -1.0]"
143,1221,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
144,1222,"(['PAGE TITLE: Stiftung Liebenau Teilhabe: Inklusion von Menschen mit Behinderung', ['teilhabe/impressum/'], None], 'NO!')","['PAGE TITLE: Stiftung Liebenau Teilhabe: Inklusion von Menschen mit Behinderung', ['teilhabe/impressum/'], None]",NO!,"[51.27476, 6.79986]"
