,0,1,infos,street,geocoded
12,6480,"(['PAGE TITLE: Jaeger Zahntechnik - Zahnästhetik, Dentallabor,  Zahntechnik, Trier, Rheinland Pfalz, Zahnästhetik, Dentallabor, Zahntechnik, Trier, Rheinland Pfalz, Implantatprothetik, Edelmetall, Kunststoffverblendung, Keramikverblendung, Modellguss, Zahnarzt, Zahn, Zähne, Prothetikberatung, Patientenraum, Mosel, Saarbrücken, Saarland, Merzig, Saarlouis, Saar, Fräsen, Klammerprothetik, Implantatversorgung, Zirkonium, Zirkon, Vollkeramik, Kombitechnik, Kronen, Brücken, EM, NEM, Doppelkronentechnik, CAD CAM, Zirkonoxyd, Meister, Meisterlabor, Labor, Laser, Handwerk, Handwerksbetrieb, Dental, Implantate, Titan, Zahnersatz, Karies, Suprakonstruktion, Prothese, Keramik, Weiß, Silber, Schnarchen, Mund, Allergie, Provisorium, Kunststoff, Metall, Inlay, Versicherung, Patient, Versichert, Galvano, Gold, Schöne, Medizin, Gesundheit, Modern, Zahnlabor, Zahnstein, Rechnung, Jaeger, Wurzelbehandlung, Implantation, Presskeramik, Modellguss, Zahnschmerzen, Zahnreinigung, Mundhygiene', ['impressum.html'], None], 'Verantwortlich für den Inhalt: Jaeger GmbH · Dentallabor · Engelstraße 1a · 54292 Trier')","['PAGE TITLE: Jaeger Zahntechnik - Zahnästhetik, Dentallabor,  Zahntechnik, Trier, Rheinland Pfalz, Zahnästhetik, Dentallabor, Zahntechnik, Trier, Rheinland Pfalz, Implantatprothetik, Edelmetall, Kunststoffverblendung, Keramikverblendung, Modellguss, Zahnarzt, Zahn, Zähne, Prothetikberatung, Patientenraum, Mosel, Saarbrücken, Saarland, Merzig, Saarlouis, Saar, Fräsen, Klammerprothetik, Implantatversorgung, Zirkonium, Zirkon, Vollkeramik, Kombitechnik, Kronen, Brücken, EM, NEM, Doppelkronentechnik, CAD CAM, Zirkonoxyd, Meister, Meisterlabor, Labor, Laser, Handwerk, Handwerksbetrieb, Dental, Implantate, Titan, Zahnersatz, Karies, Suprakonstruktion, Prothese, Keramik, Weiß, Silber, Schnarchen, Mund, Allergie, Provisorium, Kunststoff, Metall, Inlay, Versicherung, Patient, Versichert, Galvano, Gold, Schöne, Medizin, Gesundheit, Modern, Zahnlabor, Zahnstein, Rechnung, Jaeger, Wurzelbehandlung, Implantation, Presskeramik, Modellguss, Zahnschmerzen, Zahnreinigung, Mundhygiene', ['impressum.html'], None]",Verantwortlich für den Inhalt: Jaeger GmbH · Dentallabor · Engelstraße 1a · 54292 Trier,"[51.27476, 6.79986]"
13,6481,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
14,6482,"(['Hase Kaminofenbau GmbH', ['/impressum/'], None], 'Niederkircher Straße 14 54294 Trier')","['Hase Kaminofenbau GmbH', ['/impressum/'], None]",Niederkircher Straße 14 54294 Trier,"[51.27476, 6.79986]"
15,6483,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
16,6484,"(['PAGE TITLE: Sanitätshaus Kersting »\xa0Home', ['impressum/'], None], 'Diedenhofener Straße 5 54294 Trier')","['PAGE TITLE: Sanitätshaus Kersting »\xa0Home', ['impressum/'], None]",Diedenhofener Straße 5 54294 Trier,"[51.27476, 6.79986]"
17,6485,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
18,6486,"(['PAGE TITLE: MEDIAHAUS – die Medienmanager » Wir bündeln Expertenwissen', ['https://www.mediahaus.de/impressum/'], None], 'NO!')","['PAGE TITLE: MEDIAHAUS – die Medienmanager » Wir bündeln Expertenwissen', ['https://www.mediahaus.de/impressum/'], None]",NO!,"[51.27476, 6.79986]"
19,6487,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
20,6488,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
21,6489,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
22,6490,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
23,6491,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
24,6492,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
25,6493,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
26,6494,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
27,6495,"(['PAGE TITLE: MPS Sägen GmbH: Startseite', ['/impressum/'], None], 'NO!')","['PAGE TITLE: MPS Sägen GmbH: Startseite', ['/impressum/'], None]",NO!,"[51.27476, 6.79986]"
28,6496,"(['PAGE TITLE: CCL Label Trittenheim GmbH', ['https://www.ccl.de/kontakt/impressum/'], None], 'NO!')","['PAGE TITLE: CCL Label Trittenheim GmbH', ['https://www.ccl.de/kontakt/impressum/'], None]",NO!,"[51.27476, 6.79986]"
29,6497,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
30,6498,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
31,6499,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
32,6500,"(['PAGE TITLE: Pütz Group - Pütz Prozessautomatisierung GmbH', ['https://puetzgmbh.puetzgroup.de/impressum/datenschutzerklaerung.html'], None], 'NO!')","['PAGE TITLE: Pütz Group - Pütz Prozessautomatisierung GmbH', ['https://puetzgmbh.puetzgroup.de/impressum/datenschutzerklaerung.html'], None]",NO!,"[51.27476, 6.79986]"
33,6501,"(['P. Junk Bau-GmbH', ['https://www.junkbau.de/home/impressum/'], None], 'NO!')","['P. Junk Bau-GmbH', ['https://www.junkbau.de/home/impressum/'], None]",NO!,"[51.27476, 6.79986]"
34,6502,"(['PAGE TITLE: Rotkreuz – D&T Internet GmbH', [None], None], None)","['PAGE TITLE: Rotkreuz – D&T Internet GmbH', [None], None]",,"[-1.0, -1.0]"
35,6503,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
36,6504,"(['PAGE TITLE: Bauunternehmen Herlach GmbH', ['cms/impressum.html'], None], 'Gewerbestr. 6 54497 Morbach-Gonzerath')","['PAGE TITLE: Bauunternehmen Herlach GmbH', ['cms/impressum.html'], None]",Gewerbestr. 6 54497 Morbach-Gonzerath,"[51.27476, 6.79986]"
37,6505,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
38,6506,"(['PAGE TITLE: Willkommen bei Stahlbau Ziemann', [None], None], None)","['PAGE TITLE: Willkommen bei Stahlbau Ziemann', [None], None]",,"[-1.0, -1.0]"
39,6507,"(['PAGE TITLE: Startseite - DRK Rettungsdienst EMH gGmbH ', ['/footer-menue-deutsch/kontakt/impressum.html'], None], 'Leopoldstraße 34 D-54550 Daun')","['PAGE TITLE: Startseite - DRK Rettungsdienst EMH gGmbH ', ['/footer-menue-deutsch/kontakt/impressum.html'], None]",Leopoldstraße 34 D-54550 Daun,"[51.27476, 6.79986]"
40,6508,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
41,6509,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
42,6510,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
43,6511,"(['2018 SKF Trier. Alle Rechte vorbehalten.', ['/index.php/impressum.html'], None], 'NO!')","['2018 SKF Trier. Alle Rechte vorbehalten.', ['/index.php/impressum.html'], None]",NO!,"[51.27476, 6.79986]"
44,6512,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
45,6513,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
46,6514,"(['Neuhäuser Präzisionswerkzeuge GmbH ', ['https://www.neuhaeuser-controx.deimpressum'], None], 'NO!')","['Neuhäuser Präzisionswerkzeuge GmbH ', ['https://www.neuhaeuser-controx.deimpressum'], None]",NO!,"[51.27476, 6.79986]"
47,6515,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
48,6516,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
49,6517,"(['2009-2018 by the Froxlor Team', [None], None], None)","['2009-2018 by the Froxlor Team', [None], None]",,"[-1.0, -1.0]"
50,6518,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
51,6519,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
52,6520,"(['CONTEAM:GRUPPE 2018', ['impressum.php'], None], 'Am Brand 41 55116 Mainz')","['CONTEAM:GRUPPE 2018', ['impressum.php'], None]",Am Brand 41 55116 Mainz,"[51.27476, 6.79986]"
53,6521,"(['1998\xa0-\xa02018 | Donner + Partner GmbH Bildungszentren', ['https://donner-partner.de/dp/impressum/'], None], 'NO!')","['1998\xa0-\xa02018 | Donner + Partner GmbH Bildungszentren', ['https://donner-partner.de/dp/impressum/'], None]",NO!,"[51.27476, 6.79986]"
54,6522,"(['1996-2018 mediaman GmbH ', ['https://mediaman.com/impressum/'], None], 'NO!')","['1996-2018 mediaman GmbH ', ['https://mediaman.com/impressum/'], None]",NO!,"[51.27476, 6.79986]"
55,6523,"(['2014 - 2018  Altschul Dental GmbH. Alle Rechte vorbehalten.', ['kontakt.php?sub=impressum'], None], 'Rheinallee 191 55120 Mainz')","['2014 - 2018  Altschul Dental GmbH. Alle Rechte vorbehalten.', ['kontakt.php?sub=impressum'], None]",Rheinallee 191 55120 Mainz,"[51.27476, 6.79986]"
56,6524,"(['Ernst Neger Bedachungs GmbH | Impressum und Rechtliche Hinweise', ['/impressum.php'], None], 'Weblication® CMS Strukturdesign Version 4.8 erstellt durch Scholl Communications AG, 77694 Kehl, www.scholl.de')","['Ernst Neger Bedachungs GmbH | Impressum und Rechtliche Hinweise', ['/impressum.php'], None]","Weblication® CMS Strukturdesign Version 4.8 erstellt durch Scholl Communications AG, 77694 Kehl, www.scholl.de","[51.27476, 6.79986]"
57,6525,"([""PAGE TITLE: Köbig - wenn's ums Bauen geht - koebig.de"", ['wir-ueber-uns/impressum.html'], None], 'Rheinallee 169 55120 Mainz')","[""PAGE TITLE: Köbig - wenn's ums Bauen geht - koebig.de"", ['wir-ueber-uns/impressum.html'], None]",Rheinallee 169 55120 Mainz,"[51.27476, 6.79986]"
58,6526,"(['PAGE TITLE: konsoleH :: Login', ['http://www.hetzner.de/hosting/legal/impressum'], None], 'NO!')","['PAGE TITLE: konsoleH :: Login', ['http://www.hetzner.de/hosting/legal/impressum'], None]",NO!,"[51.27476, 6.79986]"
59,6527,"(['B&F Gebäudereinigung GmbH 2017 Datenschutzerklärung\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0Impressum ', ['https://www.bufgmbh.de/impressum/'], None], 'Rheinallee 104 55120 Mainz')","['B&F Gebäudereinigung GmbH 2017 Datenschutzerklärung\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0Impressum ', ['https://www.bufgmbh.de/impressum/'], None]",Rheinallee 104 55120 Mainz,"[51.27476, 6.79986]"
60,6528,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
61,6529,"(['PAGE TITLE: Startseite Lebenshilfe Mainz-Bingen', ['kontakt/impressum.html'], None], 'NO!')","['PAGE TITLE: Startseite Lebenshilfe Mainz-Bingen', ['kontakt/impressum.html'], None]",NO!,"[51.27476, 6.79986]"
62,6530,"(['2018 godesys AG. Alle Rechte vorbehalten. GlossarImpressumDatenschutzSitemapSucheProduktlisteJobsKontaktDiese Website verwendet Cookies. Cookies werden zur Benutzerführung und Webanalyse verwendet und helfen dabei, diese Website besser zu machen.Mehr InfosOk', ['/impressum/'], None], 'Nikolaus-Kopernikus-Str. 3 55129 Mainz')","['2018 godesys AG. Alle Rechte vorbehalten. GlossarImpressumDatenschutzSitemapSucheProduktlisteJobsKontaktDiese Website verwendet Cookies. Cookies werden zur Benutzerführung und Webanalyse verwendet und helfen dabei, diese Website besser zu machen.Mehr InfosOk', ['/impressum/'], None]",Nikolaus-Kopernikus-Str. 3 55129 Mainz,"[51.27476, 6.79986]"
63,6531,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
64,6532,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
65,6533,"(['2018 DACHLAND GmbH - Alle Rechte vorbehalten', ['https://www.dachland.de/impressum/'], None], 'NO!')","['2018 DACHLAND GmbH - Alle Rechte vorbehalten', ['https://www.dachland.de/impressum/'], None]",NO!,"[51.27476, 6.79986]"
66,6534,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
67,6535,"(['2018 by Hebau GmbH, Mainz', ['https://hebau-mainz.de/impressum'], None], 'NO!')","['2018 by Hebau GmbH, Mainz', ['https://hebau-mainz.de/impressum'], None]",NO!,"[51.27476, 6.79986]"
68,6536,"(['', [None], None], None)","['', [None], None]",,"[-1.0, -1.0]"
69,6537,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
70,6538,"(['PAGE TITLE: Startseite\xa0- SCHWÄLBCHEN Frischdienst', ['https://www.schwaelbchen-frischdienst.de/impressum/'], None], 'Robert-Koch-Straße 44 55129 Mainz')","['PAGE TITLE: Startseite\xa0- SCHWÄLBCHEN Frischdienst', ['https://www.schwaelbchen-frischdienst.de/impressum/'], None]",Robert-Koch-Straße 44 55129 Mainz,"[51.27476, 6.79986]"
71,6539,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
72,6540,"(['2018 Hyatt Corporation', [None], None], None)","['2018 Hyatt Corporation', [None], None]",,"[-1.0, -1.0]"
73,6541,"(['2018 • Opti Wohnwelt Föst GmbH & Co. KG', ['/impressum'], None], 'NO!')","['2018 • Opti Wohnwelt Föst GmbH & Co. KG', ['/impressum'], None]",NO!,"[51.27476, 6.79986]"
74,6542,"(['PAGE TITLE: Willkommen in der Welt des Grillens ', [None], None], None)","['PAGE TITLE: Willkommen in der Welt des Grillens ', [None], None]",,"[-1.0, -1.0]"
75,6543,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
76,6544,"(['PAGE TITLE: SELIT Dämmtechnik GmbH - Laminatunterlagen, Parkettunterlagen, Vinylunterlagen, Die Trittschalldämmung vom führenden Hersteller » \xa0Home', ['de/selit-europe/rechtliches/impressum/'], None], 'NO!')","['PAGE TITLE: SELIT Dämmtechnik GmbH - Laminatunterlagen, Parkettunterlagen, Vinylunterlagen, Die Trittschalldämmung vom führenden Hersteller » \xa0Home', ['de/selit-europe/rechtliches/impressum/'], None]",NO!,"[51.27476, 6.79986]"
77,6545,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
78,6546,"(['PAGE TITLE: Startseite - Kraftanlagen', [None], None], None)","['PAGE TITLE: Startseite - Kraftanlagen', [None], None]",,"[-1.0, -1.0]"
79,6547,"(['Uwe Schinkel\r', ['wuppertaler-buehnen/service/impressum/'], None], 'Kurt-Drees-Str. 4 42283 Wuppertal')","['Uwe Schinkel\r', ['wuppertaler-buehnen/service/impressum/'], None]",Kurt-Drees-Str. 4 42283 Wuppertal,"[51.27476, 6.79986]"
80,6548,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
81,6549,"(['2014 Backhaus-LÃ¼ning GmbH', ['https://www.backhaus-luening.de/index.php/kontakt/impressum'], None], 'NO!')","['2014 Backhaus-LÃ¼ning GmbH', ['https://www.backhaus-luening.de/index.php/kontakt/impressum'], None]",NO!,"[51.27476, 6.79986]"
82,6550,"(['Copyright 2014 MKS-MARKEN KOSMETIK SERVICE GMBH & CO. KG', ['impressum.html'], None], 'NO!')","['Copyright 2014 MKS-MARKEN KOSMETIK SERVICE GMBH & CO. KG', ['impressum.html'], None]",NO!,"[51.27476, 6.79986]"
83,6551,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
84,6552,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
85,6553,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
86,6554,"(['PAGE TITLE: Home - DEPOTPACK - Full-Service Logistik', [None], None], None)","['PAGE TITLE: Home - DEPOTPACK - Full-Service Logistik', [None], None]",,"[-1.0, -1.0]"
87,6555,"(['2017 | Spedition Schmelzer GmbH\xa0', ['impressum.html'], None], 'Binger Straße 33 55457 Gensingen')","['2017 | Spedition Schmelzer GmbH\xa0', ['impressum.html'], None]",Binger Straße 33 55457 Gensingen,"[51.27476, 6.79986]"
88,6556,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
89,6557,"(['PAGE TITLE: Getränkemärkte und Zeltverleih — Donsbach Weirauch', ['/impressum'], None], 'Gemündener Str. 9 55469 Simmern')","['PAGE TITLE: Getränkemärkte und Zeltverleih — Donsbach Weirauch', ['/impressum'], None]",Gemündener Str. 9 55469 Simmern,"[51.27476, 6.79986]"
90,6558,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
91,6559,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
92,6560,"(['PAGE TITLE: Redirecting to https://fr.elis.com/en', [None], None], None)","['PAGE TITLE: Redirecting to https://fr.elis.com/en', [None], None]",,"[-1.0, -1.0]"
93,6561,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
94,6562,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
95,6563,"(['PAGE TITLE: Startseite ', ['https://www.dr-schneider.de/impressum/'], None], 'NO!')","['PAGE TITLE: Startseite ', ['https://www.dr-schneider.de/impressum/'], None]",NO!,"[51.27476, 6.79986]"
96,6564,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
97,6565,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
98,6566,"(['PAGE TITLE: Ewald-Gelatine GmbH ', ['/deutsch/impressum.php'], None], 'Meddersheimer Straße 50 55566 Bad Sobernheim')","['PAGE TITLE: Ewald-Gelatine GmbH ', ['/deutsch/impressum.php'], None]",Meddersheimer Straße 50 55566 Bad Sobernheim,"[51.27476, 6.79986]"
99,6567,"(['PAGE TITLE: Polymer-Chemie', ['https://polymer-chemie.de/footer/impressum/'], None], 'NO!')","['PAGE TITLE: Polymer-Chemie', ['https://polymer-chemie.de/footer/impressum/'], None]",NO!,"[51.27476, 6.79986]"
100,6568,"(['Rhein-Zeitung', ['/redaktion-impressum.html'], None], 'August-Horch-Str. 28 56070 Koblenz')","['Rhein-Zeitung', ['/redaktion-impressum.html'], None]",August-Horch-Str. 28 56070 Koblenz,"[51.27476, 6.79986]"
101,6569,"([""PAGE TITLE: Web Server's Default Page"", [None], None], None)","[""PAGE TITLE: Web Server's Default Page"", [None], None]",,"[-1.0, -1.0]"
102,6570,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
103,6571,"(['PAGE TITLE: Fleischwaren Sutter - Ihre Landmetzgerei im Herzen Rheinhessens', ['https://fleischwaren-sutter.de/impressum'], None], 'NO!')","['PAGE TITLE: Fleischwaren Sutter - Ihre Landmetzgerei im Herzen Rheinhessens', ['https://fleischwaren-sutter.de/impressum'], None]",NO!,"[51.27476, 6.79986]"
104,6572,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
105,6573,"(['PAGE TITLE: Münzen online kaufen', ['https://www.reppa.de/impressum'], None], 'NO!')","['PAGE TITLE: Münzen online kaufen', ['https://www.reppa.de/impressum'], None]",NO!,"[51.27476, 6.79986]"
106,6574,"(['PAGE TITLE: Home / Julius Haupt GmbH - Stanz- und Umformtechnik', ['/de/impressum/'], None], 'Albert-Einstein-Straße 7 55743 Idar-Oberstein')","['PAGE TITLE: Home / Julius Haupt GmbH - Stanz- und Umformtechnik', ['/de/impressum/'], None]",Albert-Einstein-Straße 7 55743 Idar-Oberstein,"[51.27476, 6.79986]"
107,6575,"(['PAGE TITLE: Default Parallels Plesk Panel Page', [None], None], None)","['PAGE TITLE: Default Parallels Plesk Panel Page', [None], None]",,"[-1.0, -1.0]"
108,6576,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
109,6577,"(['PAGE TITLE: Kaufmännische Software - WaWi, FiBu, Lohn & ERP ', [None], None], None)","['PAGE TITLE: Kaufmännische Software - WaWi, FiBu, Lohn & ERP ', [None], None]",,"[-1.0, -1.0]"
110,6578,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
111,6579,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
112,6580,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
113,6581,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
114,6582,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
115,6583,"(['PAGE TITLE: Lubberich GmbH Dental-Labor in Koblenz: Startseite', ['impressum/'], None], 'Bahnhofstraße 24-26 56068 Koblenz')","['PAGE TITLE: Lubberich GmbH Dental-Labor in Koblenz: Startseite', ['impressum/'], None]",Bahnhofstraße 24-26 56068 Koblenz,"[51.27476, 6.79986]"
116,6584,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
117,6585,"(['PAGE TITLE: Gotthardt Informationssysteme und Gotthardt Bürotechnik', ['#impressum'], None], 'Maria Trost 1 56070 Koblenz')","['PAGE TITLE: Gotthardt Informationssysteme und Gotthardt Bürotechnik', ['#impressum'], None]",Maria Trost 1 56070 Koblenz,"[51.27476, 6.79986]"
118,6586,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
119,6587,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
120,6588,"(['Rhein-Zeitung', ['/redaktion-impressum.html'], None], 'NO!')","['Rhein-Zeitung', ['/redaktion-impressum.html'], None]",NO!,"[51.27476, 6.79986]"
121,6589,"(['PAGE TITLE: Herzlich willkommen bei der RMW-Koblenz', ['common/info/rechtliches/impressum.html'], None], 'NO!')","['PAGE TITLE: Herzlich willkommen bei der RMW-Koblenz', ['common/info/rechtliches/impressum.html'], None]",NO!,"[51.27476, 6.79986]"
122,6590,"(['PAGE TITLE: Titel - home', ['https://www.rz-kundenservice.de/pages/impressum.php'], None], 'August-Horch-Straße 12 56070 Koblenz')","['PAGE TITLE: Titel - home', ['https://www.rz-kundenservice.de/pages/impressum.php'], None]",August-Horch-Straße 12 56070 Koblenz,"[51.27476, 6.79986]"
123,6591,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
124,6592,"(['2009 Parallels GmbH', [None], None], None)","['2009 Parallels GmbH', [None], None]",,"[-1.0, -1.0]"
125,6593,"(['PAGE TITLE: MEDI-CENTER Mittelrhein - beraten. betreuen. versorgen.', ['/footer/impressum/'], None], 'David-Roentgen-Straße 2-4 56073 Koblenz')","['PAGE TITLE: MEDI-CENTER Mittelrhein - beraten. betreuen. versorgen.', ['/footer/impressum/'], None]",David-Roentgen-Straße 2-4 56073 Koblenz,"[51.27476, 6.79986]"
126,6594,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
127,6595,"(['PAGE TITLE: Hotel Boppard ', ['/impressum'], None], 'Rheinallee 41 D-56154 Boppard/Rhein')","['PAGE TITLE: Hotel Boppard ', ['/impressum'], None]",Rheinallee 41 D-56154 Boppard/Rhein,"[51.27476, 6.79986]"
128,6596,"(['2018 XMC-Computer - Alle Rechte vorbehalten    Impressum   \xa0|\xa0   Kontakt   \xa0|\xa0   Datenschutz       ', ['/impressum'], None], 'Mainzer Straße 8 56154 Boppard')","['2018 XMC-Computer - Alle Rechte vorbehalten    Impressum   \xa0|\xa0   Kontakt   \xa0|\xa0   Datenschutz       ', ['/impressum'], None]",Mainzer Straße 8 56154 Boppard,"[51.27476, 6.79986]"
129,6597,"(['', ['/unternehmen/impressum'], None], 'Alte RÃ¶merstraÃŸe 5 56154 Boppard-Buchholz')","['', ['/unternehmen/impressum'], None]",Alte RÃ¶merstraÃŸe 5 56154 Boppard-Buchholz,"[51.27476, 6.79986]"
