,0,1,infos,street,geocoded
0,8624,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
1,8625,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
2,8626,"(['PAGE TITLE: Historisches Hotel im Schwarzwald mit Wellness und Genuss', ['de/impressum'], None], 'Adlerplatz 3 79856 Hinterzarten')","['PAGE TITLE: Historisches Hotel im Schwarzwald mit Wellness und Genuss', ['de/impressum'], None]",Adlerplatz 3 79856 Hinterzarten,"[51.27476, 6.79986]"
3,8627,"(['PAGE TITLE: Metzler-Dächer - Metzler-Daecher', ['index.php/impressum.html'], None], 'Sportplatzweg 6 79856 Hinterzarten')","['PAGE TITLE: Metzler-Dächer - Metzler-Daecher', ['index.php/impressum.html'], None]",Sportplatzweg 6 79856 Hinterzarten,"[51.27476, 6.79986]"
4,8628,"(['PAGE TITLE: SCHMIDT Hoch- und Tiefbau Bernau', [None], None], None)","['PAGE TITLE: SCHMIDT Hoch- und Tiefbau Bernau', [None], None]",,"[-1.0, -1.0]"
5,8629,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
6,8630,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
7,8631,"(['Sedlmayr Grund und Immobilien AG 2018', ['content.php?content=impressum'], None], 'Marsstraße 46-48 80335 München')","['Sedlmayr Grund und Immobilien AG 2018', ['content.php?content=impressum'], None]",Marsstraße 46-48 80335 München,"[51.27476, 6.79986]"
8,8632,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
9,8633,"(['PAGE TITLE: Kuffler Gruppe - Frankfurt München Wiesbaden', ['/de/impressum.php'], None], 'Residenzstraße 12 80333 München')","['PAGE TITLE: Kuffler Gruppe - Frankfurt München Wiesbaden', ['/de/impressum.php'], None]",Residenzstraße 12 80333 München,"[51.27476, 6.79986]"
10,8634,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
11,8635,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
12,8636,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
13,8637,"(['Climaplan GmbHErika-Mann-Str. 23, 80636 München, Tel. 089/121525-0, kontakt@climaplan.deDatenschutz | Impressum', ['kontakt/impressum.html'], None], 'Erika-Mann-Straße 23 80636 München')","['Climaplan GmbHErika-Mann-Str. 23, 80636 München, Tel. 089/121525-0, kontakt@climaplan.deDatenschutz | Impressum', ['kontakt/impressum.html'], None]",Erika-Mann-Straße 23 80636 München,"[51.27476, 6.79986]"
14,8638,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
15,8639,"(['PAGE TITLE: konsoleH :: Login', ['http://www.hetzner.de/hosting/legal/impressum'], None], 'NO!')","['PAGE TITLE: konsoleH :: Login', ['http://www.hetzner.de/hosting/legal/impressum'], None]",NO!,"[51.27476, 6.79986]"
16,8640,"(['PAGE TITLE: Besser Sprachen lernen mit digital publishing', ['/de/impressum'], None], 'Baubergerstraße 30 80992 München')","['PAGE TITLE: Besser Sprachen lernen mit digital publishing', ['/de/impressum'], None]",Baubergerstraße 30 80992 München,"[51.27476, 6.79986]"
17,8641,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
18,8642,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
19,8643,"(['PAGE TITLE: FrauenTherapieZentrum ', ['https://ftz-muenchen.de/impressum'], None], 'NO!')","['PAGE TITLE: FrauenTherapieZentrum ', ['https://ftz-muenchen.de/impressum'], None]",NO!,"[51.27476, 6.79986]"
20,8644,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
21,8645,"(['AXA PARTNERS | AXA Assistance Deutschland GmbH. Alle Rechte vorbehalten.', ['impressum'], None], 'NO!')","['AXA PARTNERS | AXA Assistance Deutschland GmbH. Alle Rechte vorbehalten.', ['impressum'], None]",NO!,"[51.27476, 6.79986]"
22,8646,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
23,8647,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
24,8648,"(['PAGE TITLE: ', ['https://derag.de/impressum/'], None], 'NO!')","['PAGE TITLE: ', ['https://derag.de/impressum/'], None]",NO!,"[51.27476, 6.79986]"
25,8649,"(['PAGE TITLE: Massivholzmöbel, Matratzen, Wohnaccessoires, Öko Mode, Naturkosmetik ', ['./beratung-und-service/impressum/impressum.html'], None], 'NO!')","['PAGE TITLE: Massivholzmöbel, Matratzen, Wohnaccessoires, Öko Mode, Naturkosmetik ', ['./beratung-und-service/impressum/impressum.html'], None]",NO!,"[51.27476, 6.79986]"
26,8650,"(['PAGE TITLE: Frauenheilkunde und Geburtshilfe - Frauenklinik Dr. Geisenhofer', ['impressum/'], None], 'Hirschauer Str. 6 80538 München')","['PAGE TITLE: Frauenheilkunde und Geburtshilfe - Frauenklinik Dr. Geisenhofer', ['impressum/'], None]",Hirschauer Str. 6 80538 München,"[51.27476, 6.79986]"
27,8651,"(['PAGE TITLE: intelliAd Performance Marketing Suite ', ['https://www.intelliad.de/impressum/'], None], 'NO!')","['PAGE TITLE: intelliAd Performance Marketing Suite ', ['https://www.intelliad.de/impressum/'], None]",NO!,"[51.27476, 6.79986]"
28,8652,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
29,8653,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
30,8654,"(['ordroden/shutterstock.com', ['https://www.roi.de/unternehmensberatung/kontakt/impressum/'], None], 'NO!')","['ordroden/shutterstock.com', ['https://www.roi.de/unternehmensberatung/kontakt/impressum/'], None]",NO!,"[51.27476, 6.79986]"
31,8655,"(['PAGE TITLE: m.a.x. it - Ihr IT-Partner. Optimale Lösungen seit über 25 Jahren.', ['https://www.max-it.de/impressum/'], None], 'Landshuter Allee 12-14 D-80637 München')","['PAGE TITLE: m.a.x. it - Ihr IT-Partner. Optimale Lösungen seit über 25 Jahren.', ['https://www.max-it.de/impressum/'], None]",Landshuter Allee 12-14 D-80637 München,"[51.27476, 6.79986]"
32,8656,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
33,8657,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
34,8658,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
35,8659,"(['PAGE TITLE: \r\nHans Loy GmbH - Planung und Installation von Elektroanlagen', ['https://hans-loy-elektro.de/service/impressum/'], None], 'NO!')","['PAGE TITLE: \r\nHans Loy GmbH - Planung und Installation von Elektroanlagen', ['https://hans-loy-elektro.de/service/impressum/'], None]",NO!,"[51.27476, 6.79986]"
36,8660,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
37,8661,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
38,8662,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
39,8663,"(['EDR GmbH 2018 ', ['/impressum/'], None], 'Dillwächterstraße 5 80686 München')","['EDR GmbH 2018 ', ['/impressum/'], None]",Dillwächterstraße 5 80686 München,"[51.27476, 6.79986]"
40,8664,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
41,8665,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
42,8666,"(['2018 Paul Samberger GmbH', ['/impressum/'], None], 'Landsberger Straße 203, 205, 209 80687 München')","['2018 Paul Samberger GmbH', ['/impressum/'], None]","Landsberger Straße 203, 205, 209 80687 München","[51.27476, 6.79986]"
43,8667,"(['PAGE TITLE: Jobs & flexible Personallösungen in ganz Deutschland - Unique Personal', [None], None], None)","['PAGE TITLE: Jobs & flexible Personallösungen in ganz Deutschland - Unique Personal', [None], None]",,"[-1.0, -1.0]"
44,8668,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
45,8669,"(['PAGE TITLE: ARRI Rental - Home', [None], None], None)","['PAGE TITLE: ARRI Rental - Home', [None], None]",,"[-1.0, -1.0]"
46,8670,"(['PAGE TITLE: Söhnges Haus- und Immobilienverwaltung in München & Berlin', ['impressum.html'], None], 'Blütenstraße 15 80799 München')","['PAGE TITLE: Söhnges Haus- und Immobilienverwaltung in München & Berlin', ['impressum.html'], None]",Blütenstraße 15 80799 München,"[51.27476, 6.79986]"
47,8671,"(['2018 | Goldkind Filmproduktion GmbH', ['https://tv60film.de/impressum/'], None], 'NO!')","['2018 | Goldkind Filmproduktion GmbH', ['https://tv60film.de/impressum/'], None]",NO!,"[51.27476, 6.79986]"
48,8672,"(['2018\xa0', ['/impressum'], None], 'NO!')","['2018\xa0', ['/impressum'], None]",NO!,"[51.27476, 6.79986]"
49,8673,"(['PAGE TITLE: Kunze Medien - Partner in Gestaltung von Webseiten, Online Marketing', ['/impressum.html'], None], 'NO!')","['PAGE TITLE: Kunze Medien - Partner in Gestaltung von Webseiten, Online Marketing', ['/impressum.html'], None]",NO!,"[51.27476, 6.79986]"
50,8674,"(['2018 Conditorei Münchner Freiheit.  ', ['https://muenchner-freiheit.de/impressum/'], None], 'NO!')","['2018 Conditorei Münchner Freiheit.  ', ['https://muenchner-freiheit.de/impressum/'], None]",NO!,"[51.27476, 6.79986]"
51,8675,"(['2018 Panavia Aircraft GmbH', [None], None], None)","['2018 Panavia Aircraft GmbH', [None], None]",,"[-1.0, -1.0]"
52,8676,"(['PAGE TITLE: Alois Brandl  Pflanzen Blumen Friedhofsgärtnerei    ...   Gärtnerei & Blumenbinderei  München', [None], None], None)","['PAGE TITLE: Alois Brandl  Pflanzen Blumen Friedhofsgärtnerei    ...   Gärtnerei & Blumenbinderei  München', [None], None]",,"[-1.0, -1.0]"
53,8677,"(['Chromedia 2018\r', [None], None], None)","['Chromedia 2018\r', [None], None]",,"[-1.0, -1.0]"
54,8678,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
55,8679,"(['PAGE TITLE: Revive Adserver', [None], None], None)","['PAGE TITLE: Revive Adserver', [None], None]",,"[-1.0, -1.0]"
56,8680,"(['Copyright 2005 – 2018 Munich Consulting Group GmbH', [None], None], None)","['Copyright 2005 – 2018 Munich Consulting Group GmbH', [None], None]",,"[-1.0, -1.0]"
57,8681,"(['2009 RUETZ TECHNOLOGIES GmbH', [None], None], None)","['2009 RUETZ TECHNOLOGIES GmbH', [None], None]",,"[-1.0, -1.0]"
58,8682,"(['2018 Travian Games GmbHNach oben scrollen', ['/de/impressum/'], None], 'Wilhelm-Wagenfeld-Straße 22 80807 Munich')","['2018 Travian Games GmbHNach oben scrollen', ['/de/impressum/'], None]",Wilhelm-Wagenfeld-Straße 22 80807 Munich,"[51.27476, 6.79986]"
59,8683,"(['PAGE TITLE: Olympiapark München :: Home :: Konzerte in München, Veranstaltungen München, Ausstellung München, Freizeit München, Konzert Tickets München, Veranstaltungskalender München, Konzertkarten München, Freizeit Sport München, Unterhaltung München', ['/de/der-olympiapark/impressum/datenschutz-internet/'], None], 'NO!')","['PAGE TITLE: Olympiapark München :: Home :: Konzerte in München, Veranstaltungen München, Ausstellung München, Freizeit München, Konzert Tickets München, Veranstaltungskalender München, Konzertkarten München, Freizeit Sport München, Unterhaltung München', ['/de/der-olympiapark/impressum/datenschutz-internet/'], None]",NO!,"[51.27476, 6.79986]"
60,8684,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
61,8685,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
62,8686,"(['PAGE TITLE: EVA Fahrzeugtechnik', ['/impressum.html'], None], 'NO!')","['PAGE TITLE: EVA Fahrzeugtechnik', ['/impressum.html'], None]",NO!,"[51.27476, 6.79986]"
63,8687,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
64,8688,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
65,8689,"(['Fonds Finanz 2018', ['https://www.fondsfinanz.de/impressum'], None], 'NO!')","['Fonds Finanz 2018', ['https://www.fondsfinanz.de/impressum'], None]",NO!,"[51.27476, 6.79986]"
66,8690,"(['2000-2018', [None], None], None)","['2000-2018', [None], None]",,"[-1.0, -1.0]"
67,8691,"(['PAGE TITLE: Startseite - ESF Stöckert', ['impressum.html'], None], 'Abensbergstraße 59-61 80993 München')","['PAGE TITLE: Startseite - ESF Stöckert', ['impressum.html'], None]",Abensbergstraße 59-61 80993 München,"[51.27476, 6.79986]"
68,8692,"(['PAGE TITLE: Sie sehen hier eine soeben freigeschaltete Homepage - powered by ask4IT', [None], None], None)","['PAGE TITLE: Sie sehen hier eine soeben freigeschaltete Homepage - powered by ask4IT', [None], None]",,"[-1.0, -1.0]"
