,0,1,infos,street,geocoded
70,3304,"(['PAGE TITLE: Perthel Stahlbau GmbH', ['impressum/'], None], 'NO!')","['PAGE TITLE: Perthel Stahlbau GmbH', ['impressum/'], None]",NO!,"[51.27476, 6.79986]"
71,3305,"(['PAGE TITLE: Konecranes Deutschland', ['/impressum'], None], 'Box 661 (Koneenkatu 8) FI-05801 Hyvinkää, Finland')","['PAGE TITLE: Konecranes Deutschland', ['/impressum'], None]","Box 661 (Koneenkatu 8) FI-05801 Hyvinkää, Finland","[51.27476, 6.79986]"
72,3306,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
73,3307,"(['PAGE TITLE: Home - Dentallabor Grüttner', ['https://dentallabor-gruettner.de/impressum/'], None], 'NO!')","['PAGE TITLE: Home - Dentallabor Grüttner', ['https://dentallabor-gruettner.de/impressum/'], None]",NO!,"[51.27476, 6.79986]"
74,3308,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
75,3309,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
76,3310,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
77,3311,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
78,3312,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
79,3313,"(['PAGE TITLE: konsoleH :: Login', ['http://www.hetzner.de/hosting/legal/impressum'], None], 'NO!')","['PAGE TITLE: konsoleH :: Login', ['http://www.hetzner.de/hosting/legal/impressum'], None]",NO!,"[51.27476, 6.79986]"
80,3314,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
81,3315,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
82,3316,"(['Copyright\xa02018\xa0W.S. Gewerbebau GmbH', ['impressum/'], None], 'Alt Saale 11 07407 Kirchhasel')","['Copyright\xa02018\xa0W.S. Gewerbebau GmbH', ['impressum/'], None]",Alt Saale 11 07407 Kirchhasel,"[51.27476, 6.79986]"
83,3317,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
84,3318,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
85,3319,"(['PAGE TITLE: aida-friseure.de', ['#impressum'], None], 'NO!')","['PAGE TITLE: aida-friseure.de', ['#impressum'], None]",NO!,"[51.27476, 6.79986]"
86,3320,"(['PAGE TITLE: Rotkreuz – D&T Internet GmbH', [None], None], None)","['PAGE TITLE: Rotkreuz – D&T Internet GmbH', [None], None]",,"[-1.0, -1.0]"
87,3321,"(['PAGE TITLE: HIG HOCH UND INGENIEURBAU GMBH', ['index.php?content=impressum'], None], 'Leumnitzer Straße 46 07546 Gera')","['PAGE TITLE: HIG HOCH UND INGENIEURBAU GMBH', ['index.php?content=impressum'], None]",Leumnitzer Straße 46 07546 Gera,"[51.27476, 6.79986]"
88,3322,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
89,3323,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
90,3324,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
91,3325,"(['PAGE TITLE: KonsoleH Login', [None], None], None)","['PAGE TITLE: KonsoleH Login', [None], None]",,"[-1.0, -1.0]"
92,3326,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
93,3327,"(['PAGE TITLE: Bauträger in München, Dresden, Leipzig und Berlin ', ['/impressum-und-rechtliche-hinweise/'], None], 'Geyerstraße 32 80469 München')","['PAGE TITLE: Bauträger in München, Dresden, Leipzig und Berlin ', ['/impressum-und-rechtliche-hinweise/'], None]",Geyerstraße 32 80469 München,"[51.27476, 6.79986]"
94,3328,"(['2018 GorenjeCookiesAGBDatenschutzWiderrufsbelehrungProduction AV studio', ['impressum'], None], 'Garmischer Str. 4-6 80339 München')","['2018 GorenjeCookiesAGBDatenschutzWiderrufsbelehrungProduction AV studio', ['impressum'], None]",Garmischer Str. 4-6 80339 München,"[51.27476, 6.79986]"
95,3329,"(['PAGE TITLE: Zeitarbeit München, GuT Personalmanagement, Leihpersonal', ['/impressum/'], None], 'Marsstr. 4a 80335 München')","['PAGE TITLE: Zeitarbeit München, GuT Personalmanagement, Leihpersonal', ['/impressum/'], None]",Marsstr. 4a 80335 München,"[51.27476, 6.79986]"
96,3330,"(['PAGE TITLE: Bavaria Studios – Filmstudios & TV-Studios', ['https://www.bavaria-studios.de/de/impressum/'], None], 'Bavariafilmplatz 7 82031 Geiselgasteig')","['PAGE TITLE: Bavaria Studios – Filmstudios & TV-Studios', ['https://www.bavaria-studios.de/de/impressum/'], None]",Bavariafilmplatz 7 82031 Geiselgasteig,"[51.27476, 6.79986]"
97,3331,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
98,3332,"(['PAGE TITLE: Lichtmessung\xa0- Instrument Systems', ['/impressum/'], None], 'Neumarkter Str. 83 D-81673 München')","['PAGE TITLE: Lichtmessung\xa0- Instrument Systems', ['/impressum/'], None]",Neumarkter Str. 83 D-81673 München,"[51.27476, 6.79986]"
99,3333,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
100,3334,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
101,3335,"(['PAGE TITLE: SPIE Lück', ['/impressum/'], None], 'NO!')","['PAGE TITLE: SPIE Lück', ['/impressum/'], None]",NO!,"[51.27476, 6.79986]"
102,3336,"(['PAGE TITLE: CURSOR Software AG - Home', ['/de/impressum'], None], 'Friedrich-List-Straße 31 35398 Gießen')","['PAGE TITLE: CURSOR Software AG - Home', ['/de/impressum'], None]",Friedrich-List-Straße 31 35398 Gießen,"[51.27476, 6.79986]"
103,3337,"(['PAGE TITLE: konsoleH :: Login', ['http://www.hetzner.de/hosting/legal/impressum'], None], 'NO!')","['PAGE TITLE: konsoleH :: Login', ['http://www.hetzner.de/hosting/legal/impressum'], None]",NO!,"[51.27476, 6.79986]"
104,3338,"(['PAGE TITLE: Massivhaus bauen lassen vom Testsieger /\\ HELMA Massivhäuser', [None], None], None)","['PAGE TITLE: Massivhaus bauen lassen vom Testsieger /\\ HELMA Massivhäuser', [None], None]",,"[-1.0, -1.0]"
105,3339,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
106,3340,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
107,3341,"(['PAGE TITLE: Werbeagentur Saarbrücken / Saarland - m&r Kreativ', ['https://mrkreativ.de/impressum/'], None], 'NO!')","['PAGE TITLE: Werbeagentur Saarbrücken / Saarland - m&r Kreativ', ['https://mrkreativ.de/impressum/'], None]",NO!,"[51.27476, 6.79986]"
108,3342,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
109,3343,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
110,3344,"(['PAGE TITLE: febana - Feinmechanische Bauelemente GmbH', ['impressum/'], None], 'NO!')","['PAGE TITLE: febana - Feinmechanische Bauelemente GmbH', ['impressum/'], None]",NO!,"[51.27476, 6.79986]"
111,3345,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
112,3346,"(['2018  Theater&Philharmonie Thüringen', ['service/impressum/'], None], 'Theaterplatz 1 07548 Gera')","['2018  Theater&Philharmonie Thüringen', ['service/impressum/'], None]",Theaterplatz 1 07548 Gera,"[51.27476, 6.79986]"
113,3347,"(['PAGE TITLE: Herzlich Willkommen bei der ASB Behinderten- und Rehabilitations GmbH \r\nGera - Tel. 0365 552 642 53', [None], None], None)","['PAGE TITLE: Herzlich Willkommen bei der ASB Behinderten- und Rehabilitations GmbH \r\nGera - Tel. 0365 552 642 53', [None], None]",,"[-1.0, -1.0]"
114,3348,"(['PAGE TITLE: Getzern Textil AG', [None], None], None)","['PAGE TITLE: Getzern Textil AG', [None], None]",,"[-1.0, -1.0]"
115,3349,"(['Copyright 2011 GM Gera GmbH', ['/page/de/impressum'], None], 'Salzstraße 11 07551 Gera')","['Copyright 2011 GM Gera GmbH', ['/page/de/impressum'], None]",Salzstraße 11 07551 Gera,"[51.27476, 6.79986]"
116,3350,"(['PAGE TITLE: Thorey ', ['/opencms/de/impressum'], None], 'Lange Straße 71 07551 Gera')","['PAGE TITLE: Thorey ', ['/opencms/de/impressum'], None]",Lange Straße 71 07551 Gera,"[51.27476, 6.79986]"
117,3351,"(['PAGE TITLE: Kindergarten - Krippe - Hort ', ['/impressum'], None], 'Köpenicker Straße 126 D-10179 Berlin')","['PAGE TITLE: Kindergarten - Krippe - Hort ', ['/impressum'], None]",Köpenicker Straße 126 D-10179 Berlin,"[51.27476, 6.79986]"
118,3352,"(['PAGE TITLE: Home ', ['sternenbaeck/impressum/'], None], 'Brunnenstraße 4-6 72379 Hechingen')","['PAGE TITLE: Home ', ['sternenbaeck/impressum/'], None]",Brunnenstraße 4-6 72379 Hechingen,"[51.27476, 6.79986]"
119,3353,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
120,3354,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
121,3355,"(['2018 Geramöbel GmbH. Alle Rechte vorbehalten.', ['impressum/'], None], 'NO!')","['2018 Geramöbel GmbH. Alle Rechte vorbehalten.', ['impressum/'], None]",NO!,"[51.27476, 6.79986]"
122,3356,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
123,3357,"(['PAGE TITLE: mefro Räderwerk Ronneburg GmbH: Home', ['impressum.html'], None], 'NO!')","['PAGE TITLE: mefro Räderwerk Ronneburg GmbH: Home', ['impressum.html'], None]",NO!,"[51.27476, 6.79986]"
124,3358,"(['PAGE TITLE: BÖWE-Elektrik » Ihr Experte für Kabelkonfektion', ['https://www.boewe-elektrik.de/impressum/'], None], 'NO!')","['PAGE TITLE: BÖWE-Elektrik » Ihr Experte für Kabelkonfektion', ['https://www.boewe-elektrik.de/impressum/'], None]",NO!,"[51.27476, 6.79986]"
125,3359,"(['\xa02018\xa0CWK Chemiewerk Bad Köstritz GmbH – Heinrichshall 2 – 07586 Bad Köstritz\xa0– info@cwk-bk.de  Because Chemistry Matters.      CompanyHistoryCareerTrainingDownload CentreProductsSilicaSilica gelColloidal silicaSulfur ChemicalsThiosulfatesSulfitesMolecular SievesZeolitesQualityResponsibilityContact Us    ', [None], None], None)","['\xa02018\xa0CWK Chemiewerk Bad Köstritz GmbH – Heinrichshall 2 – 07586 Bad Köstritz\xa0– info@cwk-bk.de  Because Chemistry Matters.      CompanyHistoryCareerTrainingDownload CentreProductsSilicaSilica gelColloidal silicaSulfur ChemicalsThiosulfatesSulfitesMolecular SievesZeolitesQualityResponsibilityContact Us    ', [None], None]",,"[-1.0, -1.0]"
126,3360,"(['PAGE TITLE: Startseite Carqueville - Sanitätshaus Carqueville', [None], None], None)","['PAGE TITLE: Startseite Carqueville - Sanitätshaus Carqueville', [None], None]",,"[-1.0, -1.0]"
127,3361,"(['2018  MTT Hoch- und Tiefbau GmbH MünchenbernsdorfStartseite\xa0\xa0|\xa0\xa0Sitemap\xa0\xa0|\xa0\xa0Impressum\xa0\xa0|\xa0\xa0Top\xa0\xa0|\xa0\xa0Drucken', ['impressum'], None], 'Großbockaer Straße 1C 07589 Münchenbernsdorf')","['2018  MTT Hoch- und Tiefbau GmbH MünchenbernsdorfStartseite\xa0\xa0|\xa0\xa0Sitemap\xa0\xa0|\xa0\xa0Impressum\xa0\xa0|\xa0\xa0Top\xa0\xa0|\xa0\xa0Drucken', ['impressum'], None]",Großbockaer Straße 1C 07589 Münchenbernsdorf,"[51.27476, 6.79986]"
128,3362,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
129,3363,"(['PAGE TITLE: AWO Dienstleistungsgesellschaft Ostthüringen mbH', ['/impressum/index.php'], None], 'NO!')","['PAGE TITLE: AWO Dienstleistungsgesellschaft Ostthüringen mbH', ['/impressum/index.php'], None]",NO!,"[51.27476, 6.79986]"
130,3364,"(['PAGE TITLE: avency GmbH - Webhosting.', [None], None], None)","['PAGE TITLE: avency GmbH - Webhosting.', [None], None]",,"[-1.0, -1.0]"
131,3365,"(['PAGE TITLE: JES-Eisenberg: Aktuelles', ['?id=impressum'], None], 'Borgfeldtstraße 4 07607 Eisenberg')","['PAGE TITLE: JES-Eisenberg: Aktuelles', ['?id=impressum'], None]",Borgfeldtstraße 4 07607 Eisenberg,"[51.27476, 6.79986]"
132,3366,"(['PAGE TITLE: Sanitärtechnik Eisenberg GmbH\xa0Aktuelles\xa0', ['impressum.html'], None], 'Gewerbegebiet - In der Wiesen 8 D-07607 Eisenberg')","['PAGE TITLE: Sanitärtechnik Eisenberg GmbH\xa0Aktuelles\xa0', ['impressum.html'], None]",Gewerbegebiet - In der Wiesen 8 D-07607 Eisenberg,"[51.27476, 6.79986]"
133,3367,"(['PAGE TITLE: Waldkliniken Eisenberg  ', ['impressum-datenschutz/'], None], 'Klosterlausnitzer Straße 81 D-07607 Eisenberg')","['PAGE TITLE: Waldkliniken Eisenberg  ', ['impressum-datenschutz/'], None]",Klosterlausnitzer Straße 81 D-07607 Eisenberg,"[51.27476, 6.79986]"
134,3368,"(['1991â€“2018 KOMOS GmbH ', ['https://www.komos.de/impressum'], None], ' +49 (0) 36692 490 0')","['1991â€“2018 KOMOS GmbH ', ['https://www.komos.de/impressum'], None]", +49 (0) 36692 490 0,"[51.27476, 6.79986]"
135,3369,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
136,3370,"(['2009 Parallels GmbH', [None], None], None)","['2009 Parallels GmbH', [None], None]",,"[-1.0, -1.0]"
137,3371,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
138,3372,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
139,3373,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
140,3374,"(['PAGE TITLE: TRIDELTA Gruppe', [None], None], None)","['PAGE TITLE: TRIDELTA Gruppe', [None], None]",,"[-1.0, -1.0]"
141,3375,"(['2016 Fachklinik Klosterwald gGmbH', ['https://www.fachklinik-klosterwald.de/impressum/'], None], 'NO!')","['2016 Fachklinik Klosterwald gGmbH', ['https://www.fachklinik-klosterwald.de/impressum/'], None]",NO!,"[51.27476, 6.79986]"
142,3376,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
143,3377,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
144,3378,"(['2018 diva-e Digital Value Excellence                  deen         schließen                     Matthias Schmidt  Senior Architect      Hekatron  diva-e lässt Brandschutzprofis strahlen   Entwicklung einer IoT-Plattform     Play Video  Case Study                             diva-e lässt Brandschutzprofis strahlen  Matthias Schmidt  Senior Architect    Case study ansehen   Video neu abspielen      28900 Arbeitsstunden 30 Mitarbeiter 12700 Commits Codes    Mobile App-Development   Backend-Entwicklung   Frontend-Entwicklung   Agiles Projektmanagement   Scrum       Weitere Projekte          diva-e bei Postbank themenwelten hoch im Kurs  Andreas Strobel  Creative Director            Einzelhandelsriese shoppt mit\xa0diva-e   Nadine Mießler  Senior Consultant            Deutscher Rekordmeister verpflichtet diva-e\xa0  Jannik Egger  Teamleiter Frontend/Mobile            diva-e glänzt mit Weltmarktführer für technische Gläser\xa0  Carlo Reiter  Lead Frontend Developer         Projekte          ', ['https://www.diva-e.com/de/impressum/'], None], 'NO!')","['2018 diva-e Digital Value Excellence                  deen         schließen                     Matthias Schmidt  Senior Architect      Hekatron  diva-e lässt Brandschutzprofis strahlen   Entwicklung einer IoT-Plattform     Play Video  Case Study                             diva-e lässt Brandschutzprofis strahlen  Matthias Schmidt  Senior Architect    Case study ansehen   Video neu abspielen      28900 Arbeitsstunden 30 Mitarbeiter 12700 Commits Codes    Mobile App-Development   Backend-Entwicklung   Frontend-Entwicklung   Agiles Projektmanagement   Scrum       Weitere Projekte          diva-e bei Postbank themenwelten hoch im Kurs  Andreas Strobel  Creative Director            Einzelhandelsriese shoppt mit\xa0diva-e   Nadine Mießler  Senior Consultant            Deutscher Rekordmeister verpflichtet diva-e\xa0  Jannik Egger  Teamleiter Frontend/Mobile            diva-e glänzt mit Weltmarktführer für technische Gläser\xa0  Carlo Reiter  Lead Frontend Developer         Projekte          ', ['https://www.diva-e.com/de/impressum/'], None]",NO!,"[51.27476, 6.79986]"
145,3379,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
146,3380,"(['018\xa0SYNLAB Analytics & Services Germany GmbH\r', ['topnavigation/impressum/'], None], 'NO!')","['018\xa0SYNLAB Analytics & Services Germany GmbH\r', ['topnavigation/impressum/'], None]",NO!,"[51.27476, 6.79986]"
