8624,"([None, None, None], None)"
8625,"([None, None, None], None)"
8626,"(['PAGE TITLE: Historisches Hotel im Schwarzwald mit Wellness und Genuss', ['de/impressum'], None], 'Adlerplatz 3 79856 Hinterzarten')"
8627,"(['PAGE TITLE: Metzler-Dächer - Metzler-Daecher', ['index.php/impressum.html'], None], 'Sportplatzweg 6 79856 Hinterzarten')"
8628,"(['PAGE TITLE: SCHMIDT Hoch- und Tiefbau Bernau', [None], None], None)"
8629,"([None, None, None], None)"
8630,"([None, None, None], None)"
8631,"(['Sedlmayr Grund und Immobilien AG 2018', ['content.php?content=impressum'], None], 'Marsstraße 46-48 80335 München')"
8632,"([None, None, None], None)"
8633,"(['PAGE TITLE: Kuffler Gruppe - Frankfurt München Wiesbaden', ['/de/impressum.php'], None], 'Residenzstraße 12 80333 München')"
8634,"([None, None, None], None)"
8635,"([None, None, None], None)"
8636,"([None, None, None], None)"
8637,"(['Climaplan GmbHErika-Mann-Str. 23, 80636 München, Tel. 089/121525-0, kontakt@climaplan.deDatenschutz | Impressum', ['kontakt/impressum.html'], None], 'Erika-Mann-Straße 23 80636 München')"
8638,"([None, None, None], None)"
8639,"(['PAGE TITLE: konsoleH :: Login', ['http://www.hetzner.de/hosting/legal/impressum'], None], 'NO!')"
8640,"(['PAGE TITLE: Besser Sprachen lernen mit digital publishing', ['/de/impressum'], None], 'Baubergerstraße 30 80992 München')"
8641,"([None, None, None], None)"
8642,"([None, None, None], None)"
8643,"(['PAGE TITLE: FrauenTherapieZentrum ', ['https://ftz-muenchen.de/impressum'], None], 'NO!')"
8644,"([None, None, None], None)"
8645,"(['AXA PARTNERS | AXA Assistance Deutschland GmbH. Alle Rechte vorbehalten.', ['impressum'], None], 'NO!')"
8646,"([None, None, None], None)"
8647,"([None, None, None], None)"
8648,"(['PAGE TITLE: ', ['https://derag.de/impressum/'], None], 'NO!')"
8649,"(['PAGE TITLE: Massivholzmöbel, Matratzen, Wohnaccessoires, Öko Mode, Naturkosmetik ', ['./beratung-und-service/impressum/impressum.html'], None], 'NO!')"
8650,"(['PAGE TITLE: Frauenheilkunde und Geburtshilfe - Frauenklinik Dr. Geisenhofer', ['impressum/'], None], 'Hirschauer Str. 6 80538 München')"
8651,"(['PAGE TITLE: intelliAd Performance Marketing Suite ', ['https://www.intelliad.de/impressum/'], None], 'NO!')"
