3234,"([None, None, None], None)"
3235,"([None, None, None], None)"
3236,"([None, None, None], None)"
3237,"(['PAGE TITLE: Startseite', ['/index.php/impressum'], None], 'NO!')"
3238,"([None, None, None], None)"
3239,"(['PAGE TITLE: Clean up GmbH', [None], None], None)"
3240,"(['PAGE TITLE: IMO INDUSTRIEMONTAGEN GMBH', ['impressum/impressum.htm'], None], 'NO!')"
3241,"([None, None, None], None)"
3242,"([None, None, None], None)"
3243,"([None, None, None], None)"
3244,"([None, None, None], None)"
3245,"(['2018 VOLKSSOLIDARITÄT Saale-Kyffhäuser e.V.', ['impressum.php'], None], 'Fliederweg 7 06268 Querfurt')"
3246,"([None, None, None], None)"
3247,"(['', ['https://www.bth-bildung.de/impressumdatenschutz/'], None], 'NO!')"
3248,"([None, None, None], None)"
3249,"([None, None, None], None)"
3250,"([None, None, None], None)"
3251,"([None, None, None], None)"
3252,"(['PAGE TITLE: ServControl - Die Seite wurde nicht gefunden', [None], None], None)"
3253,"(['PAGE TITLE: AMEOS Klinikum Bernburg', ['standorte/ameos-ost/bernburg/ameos-klinikum-bernburg/impressum/'], None], 'NO!')"
3254,"([None, None, None], None)"
3255,"(['', ['impressum.html'], None], 'NO!')"
3256,"(['PAGE TITLE: Simon Möbel', [None], None], None)"
3257,"(['PAGE TITLE: Startseite', [None], None], None)"
3258,"(['PAGE TITLE: Home - Maschinenfabrik Thale GmbH', ['/impressum.html'], None], 'Am Bodeufer 3+4 06502 Thale')"
3259,"(['Kurock 2015', [None], None], None)"
3260,"(['PAGE TITLE: Tourist-Information Sangerhausen: Startseite', [None], None], None)"
3261,"(['2007 Salux VPW Nink GmbH | Am Brandrain 1 | D-06526 Sangerhausen | Impressum', [None], None], None)"
3262,"([None, None, None], None)"
3263,"([None, None, None], None)"
3264,"(['PAGE TITLE: Startseite - MUR', ['index.php/impressum.html'], None], 'Dechantengrund 1 06618 Naumburg')"
3265,"(['PAGE TITLE: Ziehl mewa GmbH - Naumburg, Zuliefer für Büro- und Wohnmöbel', [None], None], None)"
3266,"([None, None, None], None)"
3267,"(['PAGE TITLE: Fördertechnik Ulf Kecke GmbH', [None], None], None)"
3268,"(['PAGE TITLE: GeSe GmbH - Reparaturdienstleister und Ersatzteillieferant', ['/unternehmen/information/impressum'], None], 'Gewerbegebiet 1 OT Prittitz 06682 Teuchern')"
3269,"(['2018 Drakena GmbH. Alle Rechte vorbehalten. ', ['https://www.drakena.de/impressum/'], None], 'Tagewerbener Straße 33 06667 Weißenfels')"
3270,"(['PAGE TITLE: Hiestro Bau GmbH', ['./html/impressum.html'], None], 'NO!')"
3271,"([None, None, None], None)"
3272,"([None, None, None], None)"
3273,"(['PAGE TITLE: FKT Faßbender GmbH – Experts in Glas Fibre Reinforced Plastic & Pipes', ['https://fkt-gmbh.de/impressum/'], None], 'NO!')"
3274,"([None, None, None], None)"
3275,"([None, None, None], None)"
3276,"(['018 System-Instandsetzung und Service GmbH            ', ['https://sis-bitterfeld.de/impressum/'], None], 'Elektronstraße 7, Chemiepark Bitterfeld/Wolfen Areal E 06749 Bitterfeld-Wolfen')"
3277,"([None, None, None], None)"
3278,"(['1995 – 2018 ORGANICA Feinchemie GmbH Wolfen', ['/impressum'], None], 'NO!')"
3279,"([None, None, None], None)"
3280,"([None, None, None], None)"
